# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  7.90936440582734379e-01 -1.13519749333424256e-60  4.43217934377287015e-01 1.09674680711085619e-60  2.05567903314975986e-01 -1.33824171983135084e-62  -4.13100581537037770e-01 7.27872306005355760e-63
PARTIAL     4  6.67294708397674019e-01 2.26999108535458072e-01  6.67294708397674019e-01 -2.26999108535458072e-01  2.14077558210131219e-01 -2.02111755531818585e-60  2.68044582105773399e+00 1.57499218016466143e-58
TOTALLY     4  8.38179025265506472e-01 1.77694934880812674e-54  4.47716536258352671e-01 -2.29319528002823604e-54  2.92759992851802320e+00 2.75915276898187961e-54  -4.13071071020869707e-01 -1.17391437084662540e-55
TOTALLY     4  7.48169764891006062e-01 -8.40550465790093952e-58  -1.14066974101606222e+00 8.01809636139734924e-59  -2.26361970388134909e-02 -6.26886144763944548e-58  -5.88180071647089853e-01 6.53439694932553190e-58
TOTALLY     4  8.76764320529562657e-01 8.85737337832721757e-62  -1.14867568305859225e+00 1.01170375016500190e-62  -6.08056885266781033e-01 -8.70806985023871530e-62  -1.28460082846844137e+00 1.62196819272363796e-61
TOTALLY     4  6.75123509321213122e-01 -1.05404374129632042e-60  -1.16786843348371017e+00 -8.79396270254676390e-60  -6.34114485361345764e-02 -1.43681112774275398e-59  -9.15667737615327604e-01 9.83170678279320930e-60
MINIMAL     4  -5.05734003546673749e-01 8.14564673939604855e-01  -5.05734003546673749e-01 -8.14564673939604855e-01  -1.70201817851010379e-01 4.50573017827903821e-01  -1.70201817851010379e-01 -4.50573017827903821e-01
TOTALLY     4  -1.15502917973244679e+00 6.72185847411529739e-58  5.04188230489595268e-01 -1.27009409864229350e-56  -1.95536725753791302e-01 -4.52790876170831613e-56  -7.57679515529785519e-01 1.07497863087041732e-58
TOTALLY     4  4.59638321677534267e-01 3.04417454184403046e-58  -1.15105000029819249e+00 2.65127972006662710e-59  -3.51034549921735994e-01 2.22498653437978396e-57  -7.36186430958085114e-01 -1.52238938395367554e-58
PARTIAL     4  4.22372121088279651e-01 -2.05781030497343515e-59  -1.11720723023935786e+00 4.54164548842551359e-60  -3.10684284909609532e-01 -1.02022164022339573e-01  -3.10684284909609532e-01 1.02022164022339573e-01
