# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  1.05963355526464964e+00 1.87102081856804281e+00  1.05963355526464964e+00 -1.87102081856804281e+00  4.01162362081426915e-01 -8.80507283465305490e-01  4.01162362081426915e-01 8.80507283465305490e-01
TOTALLY     4  1.18421295443666419e+00 7.29703201953279517e-46  -3.14517466060612261e-01 -2.29031666600379476e-45  5.61196316671223183e+00 3.49641833184233160e-44  -1.71636377522662170e-01 -2.85452140715850373e-46
TOTALLY     4  9.91527340013451330e-01 1.40227214700077230e-61  8.12619321587420701e-02 -3.09935812388194013e-64  -1.22650378186951015e-01 -2.44256070651894151e-65  2.86518407671850017e+00 1.67449583699991756e-60
MINIMAL     4  -7.28036089611665271e-02 1.28409422811063212e-01  -7.28036089611665271e-02 -1.28409422811063212e-01  -9.96406915793521392e-02 -5.14401331637806686e-02  -9.96406915793521392e-02 5.14401331637806686e-02
TOTALLY     4  7.40371806083295614e-02 -1.73592906092872521e-59  1.61408677512130005e-01 1.62282005669466835e-59  1.22692196093491079e-01 -5.17690754490843461e-61  -1.22784104793185647e-01 -6.06314247210176592e-62
TOTALLY     4  9.17451954724588098e-02 5.47414704506259534e-61  -8.70025643467498000e-02 -2.56020144180176233e-62  -1.23593603761398413e-01 -5.28659164454140372e-62  4.99041977808932762e-03 3.27915680956720508e-61
MINIMAL     4  7.62886947345143174e-01 3.32764180637294205e+00  7.62886947345143174e-01 -3.32764180637294205e+00  1.18736431530877359e-01 -9.35437099245123860e-01  1.18736431530877359e-01 9.35437099245123860e-01
MINIMAL     4  -3.40258816490153104e-01 3.92743825438932104e-01  -3.40258816490153104e-01 -3.92743825438932104e-01  -3.38355837399402504e-01 4.61010240892069240e-02  -3.38355837399402504e-01 -4.61010240892069240e-02
TOTALLY     4  -7.05226744454857890e-01 -4.66319903057567180e-57  8.20883340602447109e-02 5.58896662656519657e-57  -8.68384404319961445e-01 -3.83516649458046387e-57  -1.22515985397651628e-01 9.54401346237280330e-58
MINIMAL     4  -6.31134105153407732e-01 1.26954884067545870e+00  -6.31134105153407732e-01 -1.26954884067545870e+00  -2.82725794583128132e-01 6.17920104139024318e-01  -2.82725794583128132e-01 -6.17920104139024318e-01
