# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  4.13943509240000396e-01 4.19949544308134821e-63  7.35359667940019279e-01 -3.78819153350682692e-63  -8.95863687203722753e-02 7.89403670888981187e-66  2.22741795581451107e+00 -3.94026757981943666e-63
TOTALLY     4  2.87101587709849448e-01 -1.63802176717234915e-62  -8.46028362191287298e-01 1.40304610846802354e-62  -1.02854634105724874e-01 -2.92804965958315507e-63  -1.05934695185219430e+00 -3.45935842331604122e-63
MINIMAL     4  8.18567660495169935e-01 3.21102880926464218e+00  8.18567660495169935e-01 -3.21102880926464218e+00  1.25279961334525458e-01 -9.32036120995981210e-01  1.25279961334525458e-01 9.32036120995981210e-01
MINIMAL     4  1.05866145945265466e+00 -1.91674270516355660e+00  1.05866145945265466e+00 1.91674270516355660e+00  3.73608138996108674e-01 8.83081037534373947e-01  3.73608138996108674e-01 -8.83081037534373947e-01
MINIMAL     4  4.82768709819336797e-02 -1.09428717499183967e-01  4.82768709819336797e-02 1.09428717499183967e-01  -3.50747632776142806e-02 4.84889409174418043e-02  -3.50747632776142806e-02 -4.84889409174418043e-02
PARTIAL     4  1.51777718692571867e-01 1.80883120168086137e-01  1.51777718692571867e-01 -1.80883120168086137e-01  -7.40901470048949268e-02 6.50689015219996068e-60  1.08583991135855776e-01 -2.86219325147409847e-59
TOTALLY     4  1.22191254629089996e+00 -2.10230713420617011e-44  -4.68061730994895897e-01 1.28316000669832488e-43  9.92231214271836137e+00 -6.84324481107222597e-42  -1.86085378174681265e-01 1.09580001135401400e-44
MINIMAL     4  -3.02198469776778167e-01 4.75597251654284903e-01  -3.02198469776778167e-01 -4.75597251654284903e-01  -2.52183156158036936e-01 2.00691682730431392e-01  -2.52183156158036936e-01 -2.00691682730431392e-01
MINIMAL     4  -2.11192127640524391e-01 3.78285047007363595e-01  -2.11192127640524391e-01 -3.78285047007363595e-01  -1.79765100543025608e-01 1.73109156569077743e-01  -1.79765100543025608e-01 -1.73109156569077743e-01
MINIMAL     4  -6.14321274281226182e-01 1.24603511246645882e+00  -6.14321274281226182e-01 -1.24603511246645882e+00  -2.76993816560856421e-01 6.04411059949662155e-01  -2.76993816560856421e-01 -6.04411059949662155e-01
