# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  8.58238067219480261e-01 9.39780251225976637e-01  8.58238067219480261e-01 -9.39780251225976637e-01  1.07577836377489500e+00 6.13944647689210310e-01  1.07577836377489500e+00 -6.13944647689210310e-01
TOTALLY     4  1.07989169650809247e+00 2.48126418757428127e-60  2.11865570830483241e-01 3.53152244328349569e-60  -3.33327016328558545e-01 5.55236658501659976e-62  5.11295486771981711e+00 4.44762417978777890e-59
TOTALLY     4  1.02899523813360760e+00 8.58595030786541094e-63  -7.50178784660080096e-03 -7.14880627239573589e-62  5.34268185300035503e-01 -1.28869660271252296e-62  -3.36217525924937699e-01 -1.27847430296181491e-63
NONREAL     4  2.72075030105007831e-01 3.96548146792538747e-01  -1.30265230071218108e+00 -9.54816842071304767e-02  -3.26266816771660015e-02 3.73828423841153668e-01  -9.11842014837990100e-01 -6.92975581145923170e-02
TOTALLY     4  7.81848077206908298e-01 4.61631838914420721e-59  -1.35318748544005718e+00 2.12831742323151692e-59  -7.65902902568841165e-02 1.12471867385634180e-59  -1.13909540440697521e+00 -8.19013575198154066e-59
TOTALLY     4  1.15753426798361625e+00 -5.19458607198824608e-62  -1.27125325350081164e+00 1.73495617250822828e-61  -4.56840415452947068e-01 3.64848557109133885e-62  -1.64018249652801829e+00 2.56440700430364061e-62
TOTALLY     4  1.00564692381174936e+00 -1.81160451178074164e-62  -9.58582291592837032e-01 6.39460335393964402e-62  -3.76098481670922524e-01 1.79546006476031081e-62  2.04591301992885388e-01 3.81820842049434065e-63
MINIMAL     4  -5.70119057747335622e-01 7.55946650555730182e-01  -5.70119057747335622e-01 -7.55946650555730182e-01  -9.58818727403325383e-02 -4.90707297044366608e-01  -9.58818727403325383e-02 4.90707297044366608e-01
MINIMAL     4  3.04867443524087234e-01 2.91403187314589474e+00  3.04867443524087234e-01 -2.91403187314589474e+00  9.19593819443723925e-02 8.07963651608172406e-01  9.19593819443723925e-02 -8.07963651608172406e-01
NONREAL     4  2.72075030105007831e-01 -3.96548146792538747e-01  -1.30265230071218108e+00 9.54816842071304767e-02  -3.26266816771660015e-02 -3.73828423841153668e-01  -9.11842014837990100e-01 6.92975581145923170e-02
