# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  9.85048584356565282e-01 5.12414452264695835e-60  2.84522516564059358e-01 -1.18876768793425555e-59  2.43124021231204607e-01 -1.55295847083376140e-61  3.59250452357717176e+00 -4.04541317472229469e-60
TOTALLY     4  1.09038865815367303e+00 -1.71690078157449584e-50  1.20435604734130938e-01 2.84841142974809719e-50  4.31671955173373778e+00 -1.57561309693280949e-49  -4.94428521658505093e-01 5.68934008594412710e-51
TOTALLY     4  1.01269874716433717e+00 -4.66337312273951662e-63  -1.17378568032431740e+00 1.03643190541411446e-62  2.00946720188177164e-01 -9.54508354006783844e-64  -6.36096049410107889e-01 6.40602939933107369e-63
TOTALLY     4  1.10409276092057951e+00 9.81250179082936493e-62  -1.24049423369722023e+00 -6.86710664150022441e-62  -6.66967643231541119e-01 -3.27924784322649951e-62  -1.61069844310813037e+00 2.84222572567621441e-61
TOTALLY     4  9.96600990114677732e-01 7.63664570107270719e-59  -1.29199004030949816e+00 2.43371365301382822e-59  -1.39912325713111607e+00 -7.61029659195589463e-59  1.95282421350117585e-01 1.74706562125135133e-59
NONREAL     4  -1.05212903537820734e+00 5.39507376354010582e-01  7.07201413033639176e-02 -4.36974215438205138e-01  -2.69372877127655508e-01 1.83829540799734764e-01  -4.85851899377852114e-02 -1.42740966440723871e-01
TOTALLY     4  6.82357373252597543e-02 2.52657481837191854e-62  1.02547529915614022e+00 2.65260730628135810e-62  2.38835003325338358e-01 -4.67545293332738699e-64  -4.96307513613537810e-01 4.66044699393963467e-63
NONREAL     4  7.07201413033639176e-02 4.36974215438205138e-01  -1.05212903537820734e+00 -5.39507376354010582e-01  -2.69372877127655508e-01 -1.83829540799734764e-01  -4.85851899377852114e-02 1.42740966440723871e-01
TOTALLY     4  1.87427697728873910e-01 5.91309974906222146e-63  -1.25605688871258825e+00 -5.66290450827402205e-63  -4.84318692814265997e-02 1.09757230297151878e-62  -9.97447357812138113e-01 7.24742103005882370e-63
TOTALLY     4  1.46041258162924237e-01 3.41395538937565912e-60  -1.24691755841775387e+00 1.28970584309073629e-60  -9.92385738202518075e-01 -1.72026288988636517e-60  -2.78537040640862876e-01 -2.41997053023929226e-60
