# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.88067566547403087e-01 4.91752585665242026e-60  6.09085045239962444e-02 -6.58525173092105490e-60  -1.75859881827225839e-02 4.54878571691508873e-02  -1.75859881827225839e-02 -4.54878571691508873e-02
NONREAL     4  2.90618696849373470e-01 6.82553030555202445e-01  -1.06992936830245999e+00 -1.17039445674474440e-01  -2.00350978229183810e-02 4.46725596957718629e-01  -6.32356669331323396e-01 -5.20882232733193354e-02
NONREAL     4  9.80013064883152096e-01 1.92055011321214442e-01  -1.09733855282708892e+00 3.21074036690810055e-02  -9.54691494399058982e-01 -2.59388168598233049e-01  -3.63052682888862555e-01 -1.21673023313697767e-01
NONREAL     4  2.90618696849373470e-01 -6.82553030555202445e-01  -1.06992936830245999e+00 1.17039445674474440e-01  -2.00350978229183810e-02 -4.46725596957718629e-01  -6.32356669331323396e-01 5.20882232733193354e-02
PARTIAL     4  6.97088846216803226e-01 4.11482256427383786e-01  6.97088846216803226e-01 -4.11482256427383786e-01  2.39969361521604219e+00 -2.84344816558975163e-53  -1.28184489031218624e-01 1.16737054239061865e-55
MINIMAL     4  8.31807388711008566e-01 9.33775609021700315e-01  8.31807388711008566e-01 -9.33775609021700315e-01  7.30092943092168878e-01 -2.93860464719617964e-01  7.30092943092168878e-01 2.93860464719617964e-01
MINIMAL     4  -1.95671936038682409e-01 1.87899165851395256e+00  -1.95671936038682409e-01 -1.87899165851395256e+00  -1.34098078470598660e-02 6.37316198101950060e-01  -1.34098078470598660e-02 -6.37316198101950060e-01
PARTIAL     4  7.37988151104984391e-01 -2.37847731577093157e-62  -3.91568159719916542e-01 9.52086412840090265e-62  -8.60109822603477708e-02 1.64282717483454771e-01  -8.60109822603477708e-02 -1.64282717483454771e-01
MINIMAL     4  -2.93686310431193476e-01 1.63719588620647638e+00  -2.93686310431193476e-01 -1.63719588620647638e+00  -3.54246603066598054e-02 6.09898565061861908e-01  -3.54246603066598054e-02 -6.09898565061861908e-01
NONREAL     4  -1.09733855282708892e+00 -3.21074036690810055e-02  9.80013064883152096e-01 -1.92055011321214442e-01  -3.63052682888862555e-01 1.21673023313697767e-01  -9.54691494399058982e-01 2.59388168598233049e-01
