# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  8.55363773961731355e-01 -8.33377528385584876e-01  8.55363773961731355e-01 8.33377528385584876e-01  1.37123341919724889e-01 -1.46506724843752867e-60  2.47591360314546272e+00 7.07787702679083179e-59
PARTIAL     4  7.36128095461049403e-01 -3.61672911090969995e-01  7.36128095461049403e-01 3.61672911090969995e-01  -2.93833995835649453e-01 -5.06322867921338701e-63  4.01870928380640180e+00 -6.42390364598447228e-61
NONREAL     4  5.02924593388291208e-01 7.49600577932285961e-01  -1.02650524347495731e+00 4.67332171636622440e-02  -5.71128286836699695e-01 3.19352956808836019e-02  4.00431333817262772e-02 2.62155019111374787e-01
PARTIAL     4  3.51196368353454580e-01 -5.71881224289855661e-01  3.51196368353454580e-01 5.71881224289855661e-01  -2.57365237280937464e-01 5.31530387677567123e-64  1.54016342003854001e-02 -3.09770489985340379e-66
PARTIAL     4  4.24203641779317353e-01 -1.80567520600702860e-61  -9.88929598733704451e-01 9.80136718592214041e-61  -5.75911570923965721e-01 -1.45490316247130935e-01  -5.75911570923965721e-01 1.45490316247130935e-01
NONREAL     4  5.02924593388291208e-01 -7.49600577932285961e-01  -1.02650524347495731e+00 -4.67332171636622440e-02  -5.71128286836699695e-01 -3.19352956808836019e-02  4.00431333817262772e-02 -2.62155019111374787e-01
NONREAL     4  6.08452009076503764e-01 1.14702135492515223e+00  -1.56481273677642396e+00 -8.22473436160280791e-01  7.07291363992932215e-02 3.51003840317709093e-01  -3.54495944308491240e-01 -6.63091226999034222e-01
MINIMAL     4  -1.68130443097193993e-01 6.29556298244925427e-01  -1.68130443097193993e-01 -6.29556298244925427e-01  -2.07914800372662079e-01 2.64897844394873627e-01  -2.07914800372662079e-01 -2.64897844394873627e-01
NONREAL     4  -1.56481273677642396e+00 8.22473436160280791e-01  6.08452009076503764e-01 -1.14702135492515223e+00  7.07291363992932215e-02 -3.51003840317709093e-01  -3.54495944308491240e-01 6.63091226999034222e-01
TOTALLY     4  -1.00554856829757355e+00 -6.79786782828262843e-57  1.16021393118858818e+00 2.06976330357487912e-56  -1.72504150989336202e+00 3.52118231679923988e-56  -6.02171827533283355e-01 -8.39544756359244638e-57
