# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.42182876778142592e-01 1.18990450991472856e-54  -4.25622208125053872e-02 1.63203045902163235e-54  6.11986890682229487e-02 1.37777872234032781e-54  -1.29310490630028335e-01 7.01421922697662896e-56
MINIMAL     4  1.05292014774670251e+00 1.85744400966060397e+00  1.05292014774670251e+00 -1.85744400966060397e+00  3.99890848006254906e-01 -8.73224078657402369e-01  3.99890848006254906e-01 8.73224078657402369e-01
TOTALLY     4  1.02571812522705708e+00 -8.05450109278865713e-63  2.02202376998891556e-02 -1.28129918768500024e-62  -1.26574810839004376e-01 -1.68156078413298208e-63  2.99488677943889758e+00 2.39079268978218274e-61
MINIMAL     4  -5.57026506848093544e-02 1.10266933296973887e-01  -5.57026506848093544e-02 -1.10266933296973887e-01  -8.96066971453831906e-02 -9.17076978128979550e-03  -8.96066971453831906e-02 9.17076978128979550e-03
TOTALLY     4  2.57523458997863004e-02 -1.68445638964054279e-59  -6.60525340306687747e-01 1.49902449227080766e-59  -1.25694289253500874e-01 -2.41262952764158639e-60  -8.30296443254642247e-01 6.53496710006557638e-60
TOTALLY     4  -3.02973757165294101e-02 2.75138905863722791e-54  1.50631957500499680e-01 1.88168627435680247e-54  -1.28772129016343634e-01 1.21124124413677221e-55  7.12865741016372734e-02 2.25527633030261269e-54
TOTALLY     4  -2.58783438081164718e-01 -6.82400518930421771e-47  1.16200225819114844e+00 2.54151702511274697e-47  4.72415334392958286e+00 7.19890625339813399e-46  -1.61557553498951234e-01 -8.87338205562302072e-48
MINIMAL     4  7.44155288824543626e-01 3.32474474791458263e+00  7.44155288824543626e-01 -3.32474474791458263e+00  1.15447869173162979e-01 -9.30494561753206884e-01  1.15447869173162979e-01 9.30494561753206884e-01
MINIMAL     4  -6.33799000675242863e-01 1.27550533410148481e+00  -6.33799000675242863e-01 -1.27550533410148481e+00  -2.83726317093471458e-01 -6.18722799961437975e-01  -2.83726317093471458e-01 6.18722799961437975e-01
PARTIAL     4  -3.41473318101060241e-01 3.57955415446455150e-01  -3.41473318101060241e-01 -3.57955415446455150e-01  -2.46469927937541522e-01 6.21980488112087285e-61  -4.64927736626608190e-01 -8.79019902873342072e-61
