# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  1.05835584723004983e+00 1.90518852909700698e+00  1.05835584723004983e+00 -1.90518852909700698e+00  3.79572076362940158e-01 -8.83273896417906768e-01  3.79572076362940158e-01 8.83273896417906768e-01
TOTALLY     4  1.18176405951617602e+00 -1.37935640166783620e-46  -3.17727773774329036e-01 4.34081166259518963e-46  5.50674851653569419e+00 -6.54504055991642708e-45  -1.67594326267762800e-01 5.45325388090238361e-47
TOTALLY     4  9.60755626929243545e-01 -1.90849798738477340e-61  1.20188645004502478e-01 4.96596988190369850e-63  -1.13663382519593001e-01 1.27946092441218567e-63  2.68581883051944859e+00 -4.30576514987326808e-61
MINIMAL     4  -4.65597850028477908e-02 1.35972609849654008e-01  -4.65597850028477908e-02 -1.35972609849654008e-01  -8.58520727929698024e-02 -5.09202441382092461e-02  -8.58520727929698024e-02 5.09202441382092461e-02
PARTIAL     4  1.11676517404440692e-01 9.47045313303791075e-02  1.11676517404440692e-01 -9.47045313303791075e-02  1.05485497629488778e-01 1.01726770137634100e-60  -1.11381348246030243e-01 3.78884112782314376e-62
PARTIAL     4  -1.66883132165563733e-02 -9.58633529117637467e-02  -1.66883132165563733e-02 9.58633529117637467e-02  -7.34466198921278485e-02 5.90345872236002403e-55  -6.60303271269996050e-02 -6.05342204896062167e-55
MINIMAL     4  7.98675903480452254e-01 3.24949183610844994e+00  7.98675903480452254e-01 -3.24949183610844994e+00  1.22602701352995988e-01 -9.33769215104193973e-01  1.22602701352995988e-01 9.33769215104193973e-01
MINIMAL     4  -6.30790172524115289e-01 1.28117825335549562e+00  -6.30790172524115289e-01 -1.28117825335549562e+00  -2.81183488622583744e-01 -6.21826732611038380e-01  -2.81183488622583744e-01 6.21826732611038380e-01
MINIMAL     4  -3.33019408688454366e-01 4.03341416234951788e-01  -3.33019408688454366e-01 -4.03341416234951788e-01  -3.29182294440487577e-01 6.95905160839608156e-02  -3.29182294440487577e-01 -6.95905160839608156e-02
TOTALLY     4  -7.16878337714718872e-01 -2.00783563883182461e-57  1.08037165441878469e-01 2.74406016511416552e-57  -8.87875177977631269e-01 -2.30525797280407475e-57  -1.15575960465413102e-01 7.38354409278325913e-58
