# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.04246098430865031e+00 5.31381328895759778e-51  -6.34596188118071447e-02 -1.34196432238590041e-50  3.20884095774372158e+00 8.66036053728213664e-50  -1.63698299947138998e-01 -7.37073663780471787e-51
TOTALLY     4  9.75149083355653312e-01 1.43314976090358849e-63  8.55733984703138245e-02 -3.62294954326475445e-62  4.50078384780783422e-02 -1.72715813473017436e-63  2.49023534441860273e+00 -1.20849649240762700e-61
NONREAL     4  -2.64782696164331879e-02 2.09067821351352073e-01  -7.37134775280639865e-01 -1.17101988901693405e-01  -1.15218342439300114e+00 -4.63604603740815774e-02  -8.24887216805238466e-02 3.04131762469348477e-01
NONREAL     4  9.62461269728408064e-01 -7.87119008618556034e-04  -3.36931626403146167e-01 3.82610409015715469e-01  -1.95460716930932893e-01 6.61579247458068120e-02  5.40651219354712428e-02 -6.56350992735452513e-03
TOTALLY     4  9.69494356506313326e-01 3.36792192581477291e-63  -8.18575197128594056e-01 -1.46457668858655424e-61  6.08623273565685949e-02 5.87470630494786479e-63  -2.79257121252433294e+00 9.28558419599183366e-61
NONREAL     4  9.62461269728408064e-01 7.87119008618556034e-04  -3.36931626403146167e-01 -3.82610409015715469e-01  -1.95460716930932893e-01 -6.61579247458068120e-02  5.40651219354712428e-02 6.56350992735452513e-03
NONREAL     4  -2.64782696164331879e-02 -2.09067821351352073e-01  -7.37134775280639865e-01 1.17101988901693405e-01  -8.24887216805238466e-02 -3.04131762469348477e-01  -1.15218342439300114e+00 4.63604603740815774e-02
TOTALLY     4  1.07697129261259428e+00 1.22823340888162320e-60  -6.71412710976737936e-01 -2.81425700433663611e-60  -2.83608949733449911e-01 -8.08219043335276174e-61  -5.54813480959439076e+00 5.52585102194408245e-59
NONREAL     4  -5.52302838990532008e-01 9.93120724435135549e-01  1.14543469485388114e-01 -7.67008786971819179e-01  -3.77151422923904314e-02 -3.50103131410298585e-01  -1.30284560642787928e-01 3.80804155652155585e-01
NONREAL     4  1.14543469485388114e-01 7.67008786971819179e-01  -5.52302838990532008e-01 -9.93120724435135549e-01  -1.30284560642787928e-01 -3.80804155652155585e-01  -3.77151422923904314e-02 3.50103131410298585e-01
