# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.93783805713621726e-01 -2.52948319411295308e-01  7.93783805713621726e-01 2.52948319411295308e-01  -2.46247585280300607e-02 -1.69737289164291391e-61  8.79162691373711880e+00 1.87960418825239153e-59
MINIMAL     4  5.95501860334535338e-01 6.38406263395537188e-01  5.95501860334535338e-01 -6.38406263395537188e-01  8.93007144497366262e-02 -3.43989768223141729e-02  8.93007144497366262e-02 3.43989768223141729e-02
TOTALLY     4  1.49368516513289529e+00 3.87294208892837774e-60  -7.65010786717033486e-01 1.02708262612936207e-60  -3.87258442993592134e-01 5.62857641890717611e-61  -3.25520285142475396e+00 -1.35116925926654528e-59
NONREAL     4  6.18534840691810084e-01 6.62501820939333075e-01  -1.01211925316625839e+00 9.80990020286372638e-02  1.18199641998269211e-01 1.46876876076481339e-01  -4.75209612667552905e-01 1.50619478507323268e-01
PARTIAL     4  8.89525346178325349e-01 -7.53122152190010441e-01  8.89525346178325349e-01 7.53122152190010441e-01  2.32599424363419516e-01 7.97431830268960498e-61  3.92538356884734352e+00 2.19133955083375322e-58
NONREAL     4  6.18534840691810084e-01 -6.62501820939333075e-01  -1.01211925316625839e+00 -9.80990020286372638e-02  1.18199641998269211e-01 -1.46876876076481339e-01  -4.75209612667552905e-01 -1.50619478507323268e-01
MINIMAL     4  1.05046195519684504e+00 2.31466259435889876e+00  1.05046195519684504e+00 -2.31466259435889876e+00  1.76833537624058262e-01 -8.50447752652417233e-01  1.76833537624058262e-01 8.50447752652417233e-01
NONREAL     4  -1.21407488839261735e+00 2.93577692996142836e-01  6.03295643684651828e-01 -6.93413728801482554e-01  -7.87636392108691741e-01 4.50516344792219636e-01  1.10889880235583951e-01 -1.49921966350174712e-01
NONREAL     4  6.03295643684651828e-01 6.93413728801482554e-01  -1.21407488839261735e+00 -2.93577692996142836e-01  1.10889880235583951e-01 1.49921966350174712e-01  -7.87636392108691741e-01 -4.50516344792219636e-01
MINIMAL     4  -5.30711066003452525e-01 3.51303167337088607e-01  -5.30711066003452525e-01 -3.51303167337088607e-01  -5.63384437935267490e-01 3.08014369540952682e-01  -5.63384437935267490e-01 -3.08014369540952682e-01
