# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  3.49968421992012890e-01 -1.90874976618367026e-01  3.49968421992012890e-01 1.90874976618367026e-01  1.45753473542990677e-03 -2.13865937988476446e-01  1.45753473542990677e-03 2.13865937988476446e-01
TOTALLY     4  1.41962013111977714e+00 -1.21965020675790622e-62  -3.59278286560897775e-01 1.20319935858035915e-64  -3.31081474704288115e-02 -9.37396858289343884e-65  6.36403441613488141e+00 2.93658399083076573e-62
MINIMAL     4  6.17568672857633838e-01 1.54754758790907720e+00  6.17568672857633838e-01 -1.54754758790907720e+00  4.19179369146716746e-02 5.63014612264164716e-01  4.19179369146716746e-02 -5.63014612264164716e-01
NONREAL     4  1.56391528765899457e+00 -2.78397309697225148e-01  -2.59342651008100167e-01 7.25903110271909013e-01  1.24656225810900989e+00 -1.79880095682878594e+00  -1.36977044677481841e-01 3.10863161684900635e-01
TOTALLY     4  1.08674468013198200e+00 -5.38388947726517576e-63  -1.15687383617512873e+00 8.77735615632479526e-63  1.94021384077779441e-01 -2.28603983627669534e-63  -1.77904525031827432e+00 7.03196861709947785e-62
NONREAL     4  1.56391528765899457e+00 2.78397309697225148e-01  -2.59342651008100167e-01 -7.25903110271909013e-01  1.24656225810900989e+00 1.79880095682878594e+00  -1.36977044677481841e-01 -3.10863161684900635e-01
PARTIAL     4  6.49882009388040749e-01 2.88195313121560142e-62  -2.80165467202306950e-01 -1.72243977649616241e-61  -4.51016294299551937e-02 -8.79678889495120880e-02  -4.51016294299551937e-02 8.79678889495120880e-02
MINIMAL     4  -5.73742922245977893e-01 -6.52487687965783270e-01  -5.73742922245977893e-01 6.52487687965783270e-01  -4.57122273658039313e-01 2.43798920272086855e-01  -4.57122273658039313e-01 -2.43798920272086855e-01
PARTIAL     4  -3.92213019424443143e-01 1.59633904010983790e-01  -3.92213019424443143e-01 -1.59633904010983790e-01  -5.02540082361143045e-02 -5.66546381887491797e-62  -5.22901412513205432e-01 9.02594227759540173e-60
PARTIAL     4  -3.39293081616193370e-01 1.58261652537364628e-01  -3.39293081616193370e-01 -1.58261652537364628e-01  -5.10186019550929529e-02 -1.98037161012059722e-62  -4.07007268001057354e-01 4.90658082357538200e-60
