# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.27278626107676707e-01 -3.44339794343685113e-01  6.27278626107676707e-01 3.44339794343685113e-01  1.93112227061389952e+00 6.45541729437398261e-55  3.19245149690846122e-02 -4.95091795914973377e-56
MINIMAL     4  9.91657802538618349e-01 1.65264240956600061e+00  9.91657802538618349e-01 -1.65264240956600061e+00  4.27311920314698057e-01 -8.13252878236300547e-01  4.27311920314698057e-01 8.13252878236300547e-01
TOTALLY     4  4.09127558871783092e-01 -5.48689941314027480e-64  -9.13488956050042211e-01 1.81302330041352762e-63  -1.47484492088419839e-02 -1.64795091066145710e-64  -1.10180195406164172e+00 4.26513737759085176e-63
PARTIAL     4  -9.55423288564918871e-03 1.29663509985058425e-49  -3.11308875684707997e-01 -3.82578547509664162e-50  -1.54783820869731303e-01 8.14921068584226749e-02  -1.54783820869731303e-01 -8.14921068584226749e-02
TOTALLY     4  1.24845352329242121e+00 -2.54486544287479514e-61  -4.46229245796507468e-01 4.83876137382899587e-62  -1.17612502464124261e-01 1.87343627055368702e-62  9.06656507210020024e+00 -1.10188003703007904e-59
MINIMAL     4  2.84972070097599950e-01 2.63062531791535936e-01  2.84972070097599950e-01 -2.63062531791535936e-01  8.29153791896722753e-02 -5.84595756094697869e-02  8.29153791896722753e-02 5.84595756094697869e-02
MINIMAL     4  8.90652230762679964e-01 2.98907912297074807e+00  8.90652230762679964e-01 -2.98907912297074807e+00  1.35380165191047008e-01 9.20100954743372612e-01  1.35380165191047008e-01 -9.20100954743372612e-01
PARTIAL     4  -2.50982386386151723e-01 1.53203675238088421e-01  -2.50982386386151723e-01 -1.53203675238088421e-01  -2.76479580598885555e-01 2.55147045050546025e-58  -1.83139392010029878e-01 -5.42001802106215312e-58
MINIMAL     4  -6.51883928843019600e-01 1.23633480505872817e+00  -6.51883928843019600e-01 -1.23633480505872817e+00  -3.11351126695321723e-01 6.25108006915262027e-01  -3.11351126695321723e-01 -6.25108006915262027e-01
PARTIAL     4  -3.09135934939968160e-01 4.43480849540720702e-48  -1.69131232857083064e-02 -1.50802286522327434e-47  -1.56565523984964677e-01 -8.08854263377945387e-02  -1.56565523984964677e-01 8.08854263377945387e-02
