# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.34032274477018953e+00 1.24389913672654075e-42  -1.55618583944328454e-01 -2.95626585931710550e-42  5.82572991011848217e+02 1.90965259374497310e-37  -3.60868495557518876e-01 -3.03286882398567664e-43
TOTALLY     4  1.34141183669434882e+00 -5.36572486849541783e-58  -1.58215708195848764e-01 2.79280624063661595e-57  5.13448131868109447e-01 2.47743179877724248e-58  1.38683312730508919e+03 -1.17582927266829320e-51
TOTALLY     4  1.34088949335946817e+00 9.04681794573962130e-66  -1.55503810801278786e-01 4.54952526622773322e-64  -3.60857480817222687e-01 1.22624070717612137e-65  5.13688748867841549e-01 3.44715324114037899e-65
TOTALLY     4  1.34125228619067083e+00 -8.76099341146082096e-64  -1.23842053132776519e+00 3.74156397602769022e-62  4.30092473480088333e-01 4.45652641224740587e-64  -1.74580144999845688e+00 -2.61032573176724991e-62
TOTALLY     4  1.34018130725508744e+00 2.33844606389186188e-61  -1.23976357211004728e+00 7.63134462512644303e-62  -5.62254511963818593e-01 -3.21332111381981466e-62  -1.74214913566941187e+00 -6.55670348207017489e-61
TOTALLY     4  1.34101945397165156e+00 -3.77310465332047994e-62  -1.24017367200913742e+00 3.61832094127143039e-62  4.29972622366820878e-01 -6.24672575888025096e-63  -5.62423926775285521e-01 7.22244037615342015e-63
MINIMAL     4  4.38906286197427831e-01 2.10820147411459535e+00  4.38906286197427831e-01 -2.10820147411459535e+00  7.59072149434385085e-02 5.39496834574798689e-01  7.59072149434385085e-02 -5.39496834574798689e-01
TOTALLY     4  -1.24114220348011361e+00 7.36753911223057835e-64  -1.55292011326228108e-01 -4.89758042393971510e-63  1.22959908236598178e-01 -7.21864933378371231e-64  -2.88529864919435663e-01 9.33288806259651928e-64
TOTALLY     4  -1.23942792400050017e+00 -1.29234879202814299e-65  -1.56448546280345407e-01 -5.34489881860001958e-64  1.22832251863481942e-01 -2.72038328350591402e-64  -8.95062496400430563e-01 7.28770316553867246e-65
TOTALLY     4  -1.23969125442512684e+00 -3.25470220431623404e-62  -1.55704603566230115e-01 6.22898624176122847e-62  -8.95115508868179588e-01 -3.13704352677748469e-63  -2.88474114667984338e-01 1.35020546715303433e-60
