# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  4.48389780146020489e-01 -5.50357141350881540e-01  4.48389780146020489e-01 5.50357141350881540e-01  1.24590935017092660e-01 8.84413771751100818e-65  -3.66317652472414934e-01 1.06363636651292684e-65
PARTIAL     4  7.08554549234303388e-01 -4.56827905146671986e-01  7.08554549234303388e-01 4.56827905146671986e-01  1.42493559727396801e-01 -2.16190604366674690e-61  2.73001159521467773e+00 1.82991370324741393e-59
PARTIAL     4  6.63641378746770649e-01 7.73611175140930807e-02  6.63641378746770649e-01 -7.73611175140930807e-02  -3.87602028829791778e-01 9.30605815720557286e-63  3.55762105424089148e+00 -1.66722749768296894e-61
NONREAL     4  6.80773693106597189e-01 -5.32284365266298076e-01  -1.47515073020364174e+00 2.05681632635039524e-01  1.85006007649035520e-01 -9.63330662627759349e-02  -6.11794616930609214e-01 3.38760870226717692e-01
NONREAL     4  6.38136576965151359e-01 -4.88383794336714805e-01  -1.40429137267369653e+00 -4.61405151291500726e-02  1.80829882323458951e-01 -8.65609181100898822e-02  -7.40583685955053861e-01 -7.81180119888999352e-02
PARTIAL     4  9.14044070314388835e-01 -4.40602554867616715e-59  -1.40373091235273173e+00 -5.31294032752902695e-60  -8.25834233823791730e-01 1.73758576328097158e-01  -8.25834233823791730e-01 -1.73758576328097158e-01
PARTIAL     4  9.49034875795092270e-02 9.12038060090396008e-01  9.49034875795092270e-02 -9.12038060090396008e-01  -4.21976574162945539e-02 -1.34462020160026901e-59  -2.22562929623397188e-01 1.33358265827938091e-59
PARTIAL     4  4.52265089300420142e-01 5.33656988273112454e-59  -1.40205621121926982e+00 -1.15291369624054918e-59  -6.79145855900279316e-01 1.45165541013920457e-01  -6.79145855900279316e-01 -1.45165541013920457e-01
NONREAL     4  6.38136576965151359e-01 4.88383794336714805e-01  -1.40429137267369653e+00 4.61405151291500726e-02  1.80829882323458951e-01 8.65609181100898822e-02  -7.40583685955053861e-01 7.81180119888999352e-02
NONREAL     4  -1.47515073020364174e+00 -2.05681632635039524e-01  6.80773693106597189e-01 5.32284365266298076e-01  1.85006007649035520e-01 9.63330662627759349e-02  -6.11794616930609214e-01 -3.38760870226717692e-01
