# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.06741880526628252e-01 2.09869984064030568e-02  6.06741880526628252e-01 -2.09869984064030568e-02  2.26399281462122470e+00 -6.78713361614302023e-50  3.10069960849283137e-03 4.10842288549421291e-51
TOTALLY     4  1.23349972591252510e+00 9.32758271573314786e-59  -3.96208008559923719e-01 -8.38898579512241642e-61  -1.15495867469934135e-01 -2.65294100465156626e-61  7.65950787478726980e+00 -1.00933993403724492e-57
PARTIAL     4  2.56565964748755870e-01 -6.16957439254688239e-02  2.56565964748755870e-01 6.16957439254688239e-02  1.61909035509847227e-02 5.21928263938174323e-65  1.16841107396259705e-01 1.12314327482822373e-64
MINIMAL     4  9.67740294107383825e-01 -1.52117372568915132e+00  9.67740294107383825e-01 1.52117372568915132e+00  4.86462677175318436e-01 7.75124891277307104e-01  4.86462677175318436e-01 -7.75124891277307104e-01
PARTIAL     4  3.35804949934367658e-01 6.00635992547604935e-61  -3.22841714688439307e-01 -5.89780892534831049e-62  -5.57896565779369136e-02 4.08578425086439101e-02  -5.57896565779369136e-02 -4.08578425086439101e-02
TOTALLY     4  3.92980873051876956e-01 2.03121268261270861e-59  -9.12009730447203237e-01 -1.66897345835260682e-59  -9.45442047557573141e-03 4.91722489741821902e-60  -1.11827694989618842e+00 -1.72111652880600327e-59
MINIMAL     4  8.32481232119726133e-01 3.10421026676828538e+00  8.32481232119726133e-01 -3.10421026676828538e+00  1.22290659296764206e-01 -9.14952825986797835e-01  1.22290659296764206e-01 9.14952825986797835e-01
PARTIAL     4  -2.48667072562641617e-01 1.36989619213417874e-01  -2.48667072562641617e-01 -1.36989619213417874e-01  -1.58033773497292640e-01 1.00704215067660550e-59  -2.74910425559752536e-01 9.48529876648020409e-59
PARTIAL     4  -2.97789406248515798e-01 1.89367613884017016e-01  -2.97789406248515798e-01 -1.89367613884017016e-01  -4.02433999335816028e-01 7.35189636263120335e-59  -1.46173481858131921e-01 -2.45923734572784392e-59
MINIMAL     4  -6.37313058332367177e-01 1.16345191999621522e+00  -6.37313058332367177e-01 -1.16345191999621522e+00  -3.29534614893275013e-01 5.97016308087401915e-01  -3.29534614893275013e-01 -5.97016308087401915e-01
