# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.23986411935150342e-01 -4.57430799168275615e-01  7.23986411935150342e-01 4.57430799168275615e-01  2.62937756130389211e+00 -4.08860440293135940e-54  3.51613973526113677e-01 6.47661962754710137e-56
TOTALLY     4  9.65205087099487380e-01 -4.40520639044720299e-59  3.31791962367092463e-01 -1.11499696975256698e-58  -3.00392526046785124e-01 -1.03111560977777470e-60  3.85106987221476338e+00 2.00806986354739580e-57
TOTALLY     4  1.20648780456738366e-01 6.02206660383226129e-64  9.17318105614854495e-01 -5.33232646256741530e-64  2.84085108788994345e-01 1.97941659201425919e-65  -3.02399107823622948e-01 -1.83142472842449446e-65
MINIMAL     4  -2.07740597874080946e-01 -1.79230597136356429e+00  -2.07740597874080946e-01 1.79230597136356429e+00  -3.94243657940158213e-02 -5.07719018372799868e-01  -3.94243657940158213e-02 5.07719018372799868e-01
TOTALLY     4  1.00831394846774924e+00 -1.88008933523888382e-61  -1.20799324847190692e+00 4.50721575820433557e-62  -3.78836510194497211e-01 8.70971390938944397e-62  -2.00875641011658601e+00 3.46091793643542369e-62
TOTALLY     4  6.43572412186197873e-01 6.37388605610652116e-61  -1.26108171622247700e+00 -1.12216551214987848e-61  -7.57664246423466886e-02 4.87431488232112003e-61  -1.51449156111923311e+00 -3.57821244212284793e-61
TOTALLY     4  9.05549570299411299e-01 -2.54212994931539885e-61  -8.74484980502078679e-01 -1.67392213600675438e-61  -3.30069426663025300e-01 7.19442951752814960e-62  1.34508050728381928e-01 -1.03442915805715352e-61
NONREAL     4  4.79773682026442161e-01 2.63050499683383621e-01  -1.26324232735772801e+00 -4.85141289302603931e-02  -1.91191288827831755e-02 1.92444581787063335e-01  -1.37347084682185239e+00 -1.29502110055048192e-01
NONREAL     4  -1.26324232735772801e+00 4.85141289302603931e-02  4.79773682026442161e-01 -2.63050499683383621e-01  -1.37347084682185239e+00 1.29502110055048192e-01  -1.91191288827831755e-02 -1.92444581787063335e-01
MINIMAL     4  -4.01187815248237545e-01 4.66867249357007963e-01  -4.01187815248237545e-01 -4.66867249357007963e-01  -9.92213365923847318e-02 3.09621050988077073e-01  -9.92213365923847318e-02 -3.09621050988077073e-01
