# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  1.03259639325043007e+00 -1.48581816072138218e-01  -9.04335782317880033e-01 -1.03471355938103679e-01  -3.44876177064826622e-02 3.89390773550242070e-02  -2.74288308900461564e+00 1.51400092849728285e+00
MINIMAL     4  9.57529912887205570e-01 -2.47007117242652940e+00  9.57529912887205570e-01 2.47007117242652940e+00  1.62777418841541843e-01 8.84912301106933197e-01  1.62777418841541843e-01 -8.84912301106933197e-01
MINIMAL     4  4.13507785270258943e-01 -5.90336422192725307e-01  4.13507785270258943e-01 5.90336422192725307e-01  1.53011370210558967e-01 -2.88085551445000032e-01  1.53011370210558967e-01 2.88085551445000032e-01
MINIMAL     4  8.77085397896270713e-01 -1.39033659311414093e+00  8.77085397896270713e-01 1.39033659311414093e+00  4.25120344187100041e-01 7.11865788120789267e-01  4.25120344187100041e-01 -7.11865788120789267e-01
NONREAL     4  1.03259639325043007e+00 1.48581816072138218e-01  -9.04335782317880033e-01 1.03471355938103679e-01  -3.44876177064826622e-02 -3.89390773550242070e-02  -2.74288308900461564e+00 -1.51400092849728285e+00
MINIMAL     4  7.49222811363183028e-01 1.00114579563160211e+00  7.49222811363183028e-01 -1.00114579563160211e+00  5.47876228168307389e-01 3.88116184493068617e-01  5.47876228168307389e-01 -3.88116184493068617e-01
MINIMAL     4  -1.06559866719583410e-01 3.26384035418695484e-01  -1.06559866719583410e-01 -3.26384035418695484e-01  -9.14722302989107450e-02 2.86321516345509952e-01  -9.14722302989107450e-02 -2.86321516345509952e-01
MINIMAL     4  -2.74976342874019675e-01 5.43712015295264917e-01  -2.74976342874019675e-01 -5.43712015295264917e-01  -1.82384449158307788e-01 3.17369218078848936e-01  -1.82384449158307788e-01 -3.17369218078848936e-01
MINIMAL     4  -3.68122588197871858e-01 -6.72867662328707983e-01  -3.68122588197871858e-01 6.72867662328707983e-01  -2.44593474404476069e-01 3.55236598545946858e-01  -2.44593474404476069e-01 -3.55236598545946858e-01
MINIMAL     4  -4.72739826642582406e-01 8.67635396439978335e-01  -4.72739826642582406e-01 -8.67635396439978335e-01  -2.93637104298479223e-01 4.52601826435959143e-01  -2.93637104298479223e-01 -4.52601826435959143e-01
