# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.37472088651058399e-01 -4.12288496361190415e-01  7.37472088651058399e-01 4.12288496361190415e-01  2.44317814055776950e+00 -1.64949759113629699e-53  -3.55237063541531742e-02 9.10294925649640036e-55
PARTIAL     4  4.30715708143709464e-01 -6.27250720970671332e-61  -6.89036267125718194e-01 2.15613728622529491e-61  -2.06245318994639687e-01 1.62975098628790227e-01  -2.06245318994639687e-01 -1.62975098628790227e-01
TOTALLY     4  6.25723596092537249e-01 -5.94048981225899084e-62  -1.11009741697223263e+00 -1.99098523259304364e-62  -1.38897413724474339e-01 4.81991523566929667e-61  -1.05628386248218908e+00 1.91952693815809308e-61
TOTALLY     4  1.36553320910791443e+00 -8.38872581245828621e-61  -9.02853673361760367e-01 6.36017771462955403e-62  -3.76394212507014492e-01 4.96882240092174839e-62  -3.99275455750528607e+00 1.48228497523609863e-60
MINIMAL     4  4.68628232082139273e-01 2.70865973402807714e-01  4.68628232082139273e-01 -2.70865973402807714e-01  4.23898890884283966e-02 2.45329589418045134e-02  4.23898890884283966e-02 -2.45329589418045134e-02
MINIMAL     4  8.86899445524743424e-01 1.01691101709833975e+00  8.86899445524743424e-01 -1.01691101709833975e+00  7.63421395518736778e-01 -3.50215859411777297e-01  7.63421395518736778e-01 3.50215859411777297e-01
MINIMAL     4  7.22948518524827888e-01 2.65629971394715536e+00  7.22948518524827888e-01 -2.65629971394715536e+00  5.89407987505326039e-02 8.67516497310773183e-01  5.89407987505326039e-02 -8.67516497310773183e-01
NONREAL     4  8.12758412146551423e-02 5.40087843723534355e-01  -8.75817547525870932e-01 -2.23133134293173413e-01  -1.85135769014018597e-01 3.55601442140229929e-01  -5.64453529150962585e-01 -1.70457557173416124e-01
MINIMAL     4  -3.42813196518483687e-01 2.53937330758975122e-01  -3.42813196518483687e-01 -2.53937330758975122e-01  -2.81426388010870554e-01 -3.23287829668534310e-01  -2.81426388010870554e-01 3.23287829668534310e-01
NONREAL     4  -8.75817547525870932e-01 2.23133134293173413e-01  8.12758412146551423e-02 -5.40087843723534355e-01  -1.85135769014018597e-01 -3.55601442140229929e-01  -5.64453529150962585e-01 1.70457557173416124e-01
