# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  1.00947734638988762e+00 -2.41125642306620103e+00  1.00947734638988762e+00 2.41125642306620103e+00  1.90131327217896107e-01 -9.08199457937242771e-01  1.90131327217896107e-01 9.08199457937242771e-01
MINIMAL     4  9.38306292383598972e-01 1.54756739196510251e+00  9.38306292383598972e-01 -1.54756739196510251e+00  3.90164828227700988e-01 -8.02793513424299388e-01  3.90164828227700988e-01 8.02793513424299388e-01
MINIMAL     4  7.07626810507111403e-01 -8.28272672495660167e-01  7.07626810507111403e-01 8.28272672495660167e-01  6.13384863020242754e-01 -1.01189034070553602e-01  6.13384863020242754e-01 1.01189034070553602e-01
MINIMAL     4  4.07536678025958554e-01 -4.82435398915048830e-01  4.07536678025958554e-01 4.82435398915048830e-01  1.75265499795221796e-01 -2.55418561254245502e-01  1.75265499795221796e-01 2.55418561254245502e-01
MINIMAL     4  -2.49393799862105192e-01 4.62110750824789307e-01  -2.49393799862105192e-01 -4.62110750824789307e-01  -1.58104701041941881e-01 -2.70597867204965425e-01  -1.58104701041941881e-01 2.70597867204965425e-01
NONREAL     4  1.03303281305549222e+00 4.21342052802759970e-08  -8.59140521911550326e-01 3.35070069277524331e-08  9.18128639642564436e-04 -1.14957594038130216e-08  -4.26351248619810086e+00 -8.09334706418360723e-07
MINIMAL     4  -4.09032406929627279e-01 6.79500895255258808e-01  -4.09032406929627279e-01 -6.79500895255258808e-01  -2.96452506027605645e-01 3.19609030014234463e-01  -2.96452506027605645e-01 -3.19609030014234463e-01
NONREAL     4  -8.59140521911550326e-01 -3.35070069277524331e-08  1.03303281305549222e+00 -4.21342052802759970e-08  -4.26351248619810086e+00 8.09334706418360723e-07  9.18128639642564436e-04 1.14957594038130216e-08
PARTIAL     4  -1.19614600998111317e-01 -1.23478008090370672e-61  1.44444811466436313e-01 1.52714115833656313e-61  -1.97040172166842199e-02 2.46409962979567965e-01  -1.97040172166842199e-02 -2.46409962979567965e-01
MINIMAL     4  -5.17865599997455184e-01 9.15385918813042987e-01  -5.17865599997455184e-01 -9.15385918813042987e-01  -3.38596939284637244e-01 4.72076413241061976e-01  -3.38596939284637244e-01 -4.72076413241061976e-01
