# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.53155741170886062e+00 5.89729200383569743e-61  -6.16202429408334917e-01 2.32302982724801864e-61  2.40284083782806912e-01 -1.00858335155856439e-61  -6.14002862155489493e-01 1.43545428761089050e-61
NONREAL     4  1.45145989813691090e+00 -2.46868314685050848e-03  -8.29425054424744346e-01 1.99320517813697029e-01  2.72974846868906829e-01 -2.80276179181696283e-02  -2.60799524270212002e+00 -9.92695836806377518e-01
TOTALLY     4  1.40952861666651308e+00 4.55143182040622874e-58  -5.81284532929292053e-01 -1.37256133658466404e-58  -6.04775094210648456e-01 -3.35308857517813497e-59  -5.05652012813807072e+00 3.53323870122176481e-57
NONREAL     4  1.45145989813691090e+00 2.46868314685050848e-03  -8.29425054424744346e-01 -1.99320517813697029e-01  2.72974846868906829e-01 2.80276179181696283e-02  -2.60799524270212002e+00 9.92695836806377518e-01
TOTALLY     4  1.49069953805361921e+00 4.50841235161368695e-62  -1.03434512259725109e+00 6.10680300521625605e-61  2.99380790937237795e-01 -7.53914811494907267e-62  -7.63646758998217989e-01 1.97882142383816763e-61
TOTALLY     4  1.40548199481853975e+00 -2.89140655328035197e-60  -1.07098921354958043e+00 -7.78590730913386627e-60  -7.83810794340127570e-01 -4.18504600984910466e-60  -1.89902997863800294e+00 2.86708966513317828e-59
NONREAL     4  -1.09087400513782851e+00 1.67745704950621188e-01  -6.57227408721365758e-01 -8.34601695367754859e-02  -6.47108132747217679e-01 -1.42023257401618058e-01  1.31615745328773875e-01 -9.56734651641183930e-04
PARTIAL     4  3.84572974429502265e-02 8.43548376797752408e-01  3.84572974429502265e-02 -8.43548376797752408e-01  -3.65738224262781630e-01 -5.40336308078419446e-64  2.22120177895966803e-02 7.50917744382846599e-64
PARTIAL     4  -5.76212594150743218e-01 -8.98037134712685630e-61  -1.07548936622318481e+00 8.96699854380096676e-61  -6.48599564411963536e-01 1.45237964373056083e-01  -6.48599564411963536e-01 -1.45237964373056083e-01
NONREAL     4  -6.57227408721365758e-01 8.34601695367754859e-02  -1.09087400513782851e+00 -1.67745704950621188e-01  -6.47108132747217679e-01 1.42023257401618058e-01  1.31615745328773875e-01 9.56734651641183930e-04
