# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  1.41436097090535906e+00 1.77536378693534966e-62  9.04483890709087274e-02 -2.81634212811608271e-62  -1.82809216099938700e-02 5.94474771210871528e-02  -1.82809216099938700e-02 -5.94474771210871528e-02
MINIMAL     4  2.89320058960595150e-01 -2.10019610556653946e+00  2.89320058960595150e-01 2.10019610556653946e+00  -3.59280041473089978e-02 -5.82935329981399075e-01  -3.59280041473089978e-02 5.82935329981399075e-01
TOTALLY     4  1.18036192500963133e+00 -6.98458216959345246e-60  -5.49736102232461360e-02 -1.74950158838601712e-59  2.36623079776220602e-02 3.06587898825695824e-60  -2.13114270115400650e+01 6.43721448750609789e-59
TOTALLY     4  1.33376933350996230e+00 -1.27680655581700967e-62  -1.44825307156786143e+00 2.53458117328640551e-62  2.00842541150456216e-01 -4.32494502152998932e-63  -6.39938897024712405e-01 2.10562987883576769e-62
PARTIAL     4  7.03910725360033296e-01 4.31895477457270647e-59  -1.49015841885933420e+00 -6.45798464729602401e-60  -6.74945299283137179e-01 1.78779277095730188e-01  -6.74945299283137179e-01 -1.78779277095730188e-01
NONREAL     4  1.07819331386916184e-01 -7.70304496953111255e-03  -1.49548098422956000e+00 -7.75929796481814316e-02  -5.05498107972282340e-01 1.88054646290604588e-01  -1.29516919376972600e-01 -2.26846128927475372e-03
TOTALLY     4  1.27851292095982561e+00 -4.47784433956526734e-61  -1.16285889657405317e+00 9.78423923302744154e-61  1.78013707778143487e-01 -1.43601513369932321e-61  -1.67215076376688576e+00 -6.90586364564325283e-61
TOTALLY     4  1.15389494113238733e+00 -9.28099592057561337e-44  -1.66030113399984777e-03 1.81175287851564190e-43  -3.14171261746192449e+01 -4.84657972264989063e-41  -1.86225674678101062e-02 -1.35312552481120630e-43
NONREAL     4  -1.49548098422956000e+00 7.75929796481814316e-02  1.07819331386916184e-01 7.70304496953111255e-03  -5.05498107972282340e-01 -1.88054646290604588e-01  -1.29516919376972600e-01 2.26846128927475372e-03
PARTIAL     4  -1.49262828687453974e+00 1.04393101679120759e-59  4.96260781168720244e-01 -3.14100422880798331e-57  -6.06970718648291552e-01 -1.95850800693823185e-01  -6.06970718648291552e-01 1.95850800693823185e-01
