# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.75552326941711945e-01 -5.90037683564546556e-01  7.75552326941711945e-01 5.90037683564546556e-01  1.30551097530198934e+00 1.85915786315343033e-57  3.45476025850367463e-01 4.23665319085185437e-58
PARTIAL     4  7.12467278512225799e-01 2.37482616818378872e-01  7.12467278512225799e-01 -2.37482616818378872e-01  5.61046182966417201e-02 -2.29354274317747870e-63  1.80877561619456406e+00 1.77827145435913380e-62
NONREAL     4  2.01769347287081985e-01 -3.14009846788536551e-01  -1.00551320132543376e+00 1.31181896407380899e-01  -1.09180515830136826e-01 -2.13744872487174331e-01  -7.20545183922271626e-01 1.46139984338715251e-01
PARTIAL     4  5.54061823877487258e-01 -1.23309882671024690e-01  5.54061823877487258e-01 1.23309882671024690e-01  1.77439201875543767e-01 3.92302063660890453e-60  6.64106598666006354e-02 -3.83051245532139645e-60
TOTALLY     4  1.29976240236336582e+00 1.52216185214079145e-60  -9.36932131555759273e-01 -1.84871391093784143e-61  -3.03980143945629833e-01 -1.34260230434415419e-61  -3.87936640899119656e+00 -4.48475582189248672e-60
PARTIAL     4  3.60233944610897139e-01 3.13351530041191766e-59  -8.25549831919427213e-01 -2.66355139205990562e-60  -1.49147598974565893e-01 1.19331276793230717e-01  -1.49147598974565893e-01 -1.19331276793230717e-01
MINIMAL     4  5.31479148401637902e-01 2.38536711043798677e+00  5.31479148401637902e-01 -2.38536711043798677e+00  6.26195175669337911e-02 7.12705810056178835e-01  6.26195175669337911e-02 -7.12705810056178835e-01
TOTALLY     4  -8.43597953924605681e-01 6.27394314643150230e-59  5.82367570904909648e-01 3.24860600021271903e-58  -1.93337312116600435e-01 -7.96107246531775285e-58  -4.28965583979522280e-02 9.36414334402174526e-58
TOTALLY     4  6.53255734702655633e-01 9.69447972500011426e-62  -1.13738645822079043e+00 -4.68059307077225509e-61  6.74818142142493901e-03 5.95806420829088652e-62  -1.08930383656919694e+00 -5.66784932283096872e-62
NONREAL     4  2.01769347287081985e-01 3.14009846788536551e-01  -1.00551320132543376e+00 -1.31181896407380899e-01  -1.09180515830136826e-01 2.13744872487174331e-01  -7.20545183922271626e-01 -1.46139984338715251e-01
