# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.12750487875505012e+00 -1.01815088689992111e-46  2.13474806399262529e-01 1.47503569544051626e-46  8.45780731266506791e+00 -2.98654552157440723e-45  3.90108545386728178e-01 -4.06834801629883279e-47
TOTALLY     4  1.16621869900635233e+00 -1.58465923609231213e-58  1.56025799430618589e-01 -3.83946369021199743e-59  -6.17103648411029826e-01 -1.47399221776344419e-60  9.88743242976567416e+00 -1.55898714647237110e-57
TOTALLY     4  1.15035926450990367e+00 2.96285068993529451e-61  1.52107368609273486e-01 -2.93833361099212854e-61  -6.17251375340304276e-01 2.50667519168265626e-63  3.86727961482503546e-01 -9.85160705590010154e-64
PARTIAL     4  1.17112417387688672e+00 3.55583296165962856e-60  -1.77963045564791944e+00 -2.66991151184058474e-60  -8.08767424941553070e-01 -3.61794427512752592e-01  -8.08767424941553070e-01 3.61794427512752592e-01
NONREAL     4  1.13836043427504752e+00 -6.66070935968076424e-03  -1.78735562207214449e+00 -2.61865630436672291e-02  -7.96250964278929829e-01 -3.49325624174694593e-01  2.58122044253513760e-01 -2.26730419434995186e-03
PARTIAL     4  -1.87792118981797235e-01 3.87802433826183597e-55  -1.31448061140382544e+00 -4.84685900816186469e-55  -1.49902641487505317e-01 1.63764081644404147e-01  -1.49902641487505317e-01 -1.63764081644404147e-01
PARTIAL     4  -1.47965659742735722e+00 1.06836585180728057e-57  -5.58987079830740863e-02 -8.45794556921278344e-58  -1.58887145728026785e-01 -1.23116846363970592e-01  -1.58887145728026785e-01 1.23116846363970592e-01
TOTALLY     4  1.63525031023882328e-01 -2.25803564312728387e-61  -1.76975848629286348e+00 -2.62411117739883317e-61  -7.45123443496806370e-01 -4.32970693030948275e-62  -6.24355746566093578e-02 -3.56973534705662198e-60
TOTALLY     4  1.59105806397142169e-01 2.23058841379142235e-61  -1.77571536139131370e+00 8.84946850754211544e-62  -7.45953619750015173e-01 1.11687380406630990e-61  -2.99018253522879363e-01 -5.63650940111669229e-62
NONREAL     4  -1.78735562207214449e+00 2.61865630436672291e-02  1.13836043427504752e+00 6.66070935968076424e-03  -7.96250964278929829e-01 3.49325624174694593e-01  2.58122044253513760e-01 2.26730419434995186e-03
