# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  1.43197059543484051e+00 -6.47701242193076954e-02  -7.20323859573279823e-01 -8.78956667497169941e-01  3.93353418167473712e-01 -1.89501006881426459e-01  -5.64241693588628634e-01 -1.89791309614975340e-01
TOTALLY     4  1.10462572578329721e+00 5.47417474960895549e-57  -3.06145322940599290e-02 -1.25453977613508234e-56  5.41189489532294288e-01 -2.61596087507566815e-57  6.80538218541800077e+00 1.24638910360920719e-55
NONREAL     4  1.62482254557761929e+00 6.63711218734728825e-02  -6.43991809870157694e-01 -8.98540596334733377e-01  -5.61206874842826609e-01 -1.75539835325570687e-01  6.32868481354322970e-02 1.99466492910363136e+00
NONREAL     4  1.43197059543484051e+00 6.47701242193076954e-02  -7.20323859573279823e-01 8.78956667497169941e-01  3.93353418167473712e-01 1.89501006881426459e-01  -5.64241693588628634e-01 1.89791309614975340e-01
TOTALLY     4  1.20939878079140106e+00 2.45001574561485323e-51  -6.55921760902694939e-01 1.08897363089127439e-50  -4.18503274907775857e+00 -1.87734671962067636e-49  4.01204091263980156e-01 1.14820657065196257e-51
NONREAL     4  -7.25645265939103390e-01 9.54481979099798816e-01  -5.79297078904281615e-01 -8.54105263565745787e-01  -1.97199804286781216e-01 5.30570464985404722e-01  -4.40781015488298067e-01 -1.27591646747344228e-02
NONREAL     4  -6.43991809870157694e-01 8.98540596334733377e-01  1.62482254557761929e+00 -6.63711218734728825e-02  -5.61206874842826609e-01 1.75539835325570687e-01  6.32868481354322970e-02 -1.99466492910363136e+00
NONREAL     4  -5.79297078904281615e-01 8.54105263565745787e-01  -7.25645265939103390e-01 -9.54481979099798816e-01  -4.40781015488298067e-01 1.27591646747344228e-02  -1.97199804286781216e-01 -5.30570464985404722e-01
NONREAL     4  -1.00573091222845828e-01 1.46970203849532943e+00  -1.34213904477712243e+00 -1.49350569439142222e+00  -3.05782021224223141e-02 5.20923886562237093e-01  -1.70331310683981663e-01 -6.83481849932854768e-01
NONREAL     4  -1.34213904477712243e+00 1.49350569439142222e+00  -1.00573091222845828e-01 -1.46970203849532943e+00  -1.70331310683981663e-01 6.83481849932854768e-01  -3.05782021224223141e-02 -5.20923886562237093e-01
