# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  1.18552692148933003e+00 2.61080536516139198e-59  -1.09320042479358537e+00 -1.28891510608222044e-61  -6.55150501912257210e-01 2.23198013216441088e-01  -6.55150501912257210e-01 -2.23198013216441088e-01
PARTIAL     4  7.37789695165406489e-01 -2.37108297102474427e-61  -1.05083108239082801e+00 1.17937781839724425e-61  -4.60690491124157830e-01 2.26783164526601078e-01  -4.60690491124157830e-01 -2.26783164526601078e-01
PARTIAL     4  1.05975407014903955e+00 1.24043423005050335e+00  1.05975407014903955e+00 -1.24043423005050335e+00  4.20851449874935835e-01 5.78871839790741917e-58  1.17865272245305803e+01 -1.76644917852541200e-56
PARTIAL     4  8.81806906417732517e-01 -6.71085144091760455e-01  8.81806906417732517e-01 6.71085144091760455e-01  -9.59621047037069463e-02 -5.12512458887921636e-62  -6.82234146541818554e+00 1.10337973179942589e-59
MINIMAL     4  4.11017520994996666e-01 -6.06012351538063099e-01  4.11017520994996666e-01 6.06012351538063099e-01  -1.85284094343512729e-02 1.39565559484850249e-01  -1.85284094343512729e-02 -1.39565559484850249e-01
MINIMAL     4  -1.08105868010571177e-01 4.31548706509613300e-01  -1.08105868010571177e-01 -4.31548706509613300e-01  -1.52548268133628595e-01 -3.33886059581596562e-01  -1.52548268133628595e-01 3.33886059581596562e-01
MINIMAL     4  1.19491065901949689e+00 -2.64227968078452990e+00  1.19491065901949689e+00 2.64227968078452990e+00  2.90485453111564040e-01 -9.53193873612424025e-01  2.90485453111564040e-01 9.53193873612424025e-01
NONREAL     4  4.73666002905465067e-01 8.66493140424205333e-01  -1.11845216048219265e+00 1.34138074134411311e-01  3.13581716975209202e-02 3.99927828079010561e-01  -5.08252857296734861e-01 6.00018775960770856e-02
MINIMAL     4  -2.62617601511082932e-01 9.46604178435607624e-01  -2.62617601511082932e-01 -9.46604178435607624e-01  -1.18524675434294832e-01 4.65858396347534010e-01  -1.18524675434294832e-01 -4.65858396347534010e-01
NONREAL     4  -1.11845216048219265e+00 -1.34138074134411311e-01  4.73666002905465067e-01 -8.66493140424205333e-01  3.13581716975209202e-02 -3.99927828079010561e-01  -5.08252857296734861e-01 -6.00018775960770856e-02
