# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  -3.49883426931086705e-01 1.77473451020821293e-01  1.10339958043202002e+00 5.80906857889813888e-01  7.01532856635725732e-01 -1.84498748238219518e-01  -1.00455171867138615e+00 3.73644880439739202e-01
NONREAL     4  -3.10961568719097907e-02 -3.66072904305622532e-02  -4.81973044373236958e-01 6.94626246535065772e-01  5.81716966525980927e-01 -4.48540093962400854e-01  -5.11779751237769642e-01 -3.18348203472547317e-02
TOTALLY     4  6.69528229019033305e-01 9.30494878383718525e-60  5.01994022328889483e-03 -1.06017113905919650e-59  -2.53735284515700865e+00 1.43555644840886119e-59  -5.73378521730769530e-01 -2.44286090449827045e-60
NONREAL     4  -5.99910053004610089e-01 4.44232135288932906e-01  8.63231262053789528e-01 -2.05996713601410170e-01  9.24305283480036599e-01 -4.18313361431763897e-01  -1.32508605973290061e+00 -1.20043541803155063e+00
NONREAL     4  1.10339958043202002e+00 -5.80906857889813888e-01  -3.49883426931086705e-01 -1.77473451020821293e-01  -1.00455171867138615e+00 -3.73644880439739202e-01  7.01532856635725732e-01 1.84498748238219518e-01
NONREAL     4  -5.99910053004610089e-01 -4.44232135288932906e-01  8.63231262053789528e-01 2.05996713601410170e-01  9.24305283480036599e-01 4.18313361431763897e-01  -1.32508605973290061e+00 1.20043541803155063e+00
NONREAL     4  -3.10961568719097907e-02 3.66072904305622532e-02  -4.81973044373236958e-01 -6.94626246535065772e-01  5.81716966525980927e-01 4.48540093962400854e-01  -5.11779751237769642e-01 3.18348203472547317e-02
PARTIAL     4  7.57190921515165788e-02 -3.52551408574773302e-58  -4.75961329426886870e+00 -1.45451871268110782e-57  -3.20424048197084810e-01 -3.20475699429647931e-01  -3.20424048197084810e-01 3.20475699429647931e-01
MINIMAL     4  -4.52747424337010151e-01 -4.65127535778623258e-01  -4.52747424337010151e-01 4.65127535778623258e-01  5.22429320849300272e-01 -5.98082626328017009e-01  5.22429320849300272e-01 5.98082626328017009e-01
PARTIAL     4  4.81692654487237804e-01 -2.03660879730320344e-60  -2.16415824614079444e+00 -7.18883807106840216e-60  -5.15232257508647540e-01 8.30800105755198692e-01  -5.15232257508647540e-01 -8.30800105755198692e-01
