# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.74481030866029729e-01 3.51125265931255537e-01  6.74481030866029729e-01 -3.51125265931255537e-01  -3.11796536680514491e-01 -5.47024364993539947e-64  2.00075024233236398e+00 -5.90876553895065204e-63
PARTIAL     4  4.97389308471184788e-01 -4.12784935976420020e-01  4.97389308471184788e-01 4.12784935976420020e-01  2.23556589956676960e-01 1.12700430172142129e-65  -3.04660468265796736e-01 -3.60113567080168452e-64
MINIMAL     4  8.17610474104954466e-01 -9.72129466822257760e-01  8.17610474104954466e-01 9.72129466822257760e-01  5.85659468053657095e-01 3.80315758402933024e-01  5.85659468053657095e-01 -3.80315758402933024e-01
NONREAL     4  4.95161387917371909e-01 6.43078512762391918e-01  -1.25133223110793379e+00 5.81036938254969673e-02  -6.57757426664988487e-01 4.51240126215549722e-02  -3.82711426133580598e-02 2.96964210930533046e-01
NONREAL     4  4.95161387917371909e-01 -6.43078512762391918e-01  -1.25133223110793379e+00 -5.81036938254969673e-02  -6.57757426664988487e-01 -4.51240126215549722e-02  -3.82711426133580598e-02 -2.96964210930533046e-01
TOTALLY     4  1.11963050035228329e+00 -1.11992503754555431e-57  -1.24360560352321770e+00 -3.95918170715523868e-58  -1.10844851455364046e+00 6.42661529913061415e-57  -7.82584000610100250e-01 -4.79734257962018591e-57
MINIMAL     4  -3.08161538267705981e-01 2.97490342397232266e-01  -3.08161538267705981e-01 -2.97490342397232266e-01  -2.49233743839956418e-01 3.13012772895292557e-01  -2.49233743839956418e-01 -3.13012772895292557e-01
PARTIAL     4  -1.21978491732754724e+00 -1.64351532347458345e-61  4.98383965645077476e-01 -5.07921284217129663e-62  -5.59981368963220372e-01 1.47673964663889545e-01  -5.59981368963220372e-01 -1.47673964663889545e-01
MINIMAL     4  -1.10448499023130794e-01 1.82504276793736664e+00  -1.10448499023130794e-01 -1.82504276793736664e+00  -1.01172153462320627e-01 5.81345234914283249e-01  -1.01172153462320627e-01 -5.81345234914283249e-01
MINIMAL     4  -3.52962415184296052e-01 -8.35200269473650003e-01  -3.52962415184296052e-01 8.35200269473650003e-01  -2.07608479536670915e-01 -4.14409933500305527e-01  -2.07608479536670915e-01 4.14409933500305527e-01
