# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  5.85730885067280771e-01 1.23144820134102717e-01  5.85730885067280771e-01 -1.23144820134102717e-01  -6.10243377124938327e-02 6.74472790568206334e-63  2.16164757603429347e+00 5.49582854861786955e-62
PARTIAL     4  1.62110593622596805e-01 -1.38012053231825110e-01  1.62110593622596805e-01 1.38012053231825110e-01  -3.36159399067445866e-02 1.54292144598147807e-57  7.59958922187450314e-02 1.85066375780914580e-57
MINIMAL     4  6.31383263997215338e-01 3.31248209387455494e+00  6.31383263997215338e-01 -3.31248209387455494e+00  9.87475291642522512e-02 -9.07279402031519577e-01  9.87475291642522512e-02 9.07279402031519577e-01
TOTALLY     4  1.21221814791185833e+00 -2.94297107995390921e-43  -4.95294168945028201e-01 2.76103494640856843e-42  1.15705397187098793e+01 -2.03739398433622611e-40  -1.73956521731952474e-01 1.99679792415961403e-43
TOTALLY     4  3.59669388386827993e-01 -1.46465140033834299e-64  -8.87106747511143823e-01 1.78829714236384211e-62  -7.82211368176721905e-02 -3.10900658098729328e-64  -1.20039603844823461e+00 1.41173026030798784e-62
PARTIAL     4  1.52155813607780716e-01 -1.89080115970298115e-60  1.68773664126305074e-02 2.83883223414759285e-60  -1.58650486008316237e-02 5.89504786194779973e-02  -1.58650486008316237e-02 -5.89504786194779973e-02
MINIMAL     4  9.96193670089967842e-01 1.63598755374529281e+00  9.96193670089967842e-01 -1.63598755374529281e+00  4.57435394343976121e-01 -8.08053378414859913e-01  4.57435394343976121e-01 8.08053378414859913e-01
MINIMAL     4  -5.75070035900712928e-01 -1.10146876240479275e+00  -5.75070035900712928e-01 1.10146876240479275e+00  -3.01726422464693722e-01 5.46849229610301246e-01  -3.01726422464693722e-01 -5.46849229610301246e-01
MINIMAL     4  -2.04742322021374989e-01 3.66293500695427487e-01  -2.04742322021374989e-01 -3.66293500695427487e-01  -1.64789713695723622e-01 1.78171861547255506e-01  -1.64789713695723622e-01 -1.78171861547255506e-01
MINIMAL     4  -3.66118520246596801e-01 -5.58424421262734394e-01  -3.66118520246596801e-01 5.58424421262734394e-01  -2.97095752262975965e-01 2.35579057542405323e-01  -2.97095752262975965e-01 -2.35579057542405323e-01
