# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.25833585059229680e+00 -9.48916427754253467e-61  -7.77861239418870642e-01 6.37373867063152706e-61  1.77264125382164267e-01 -2.44232220418127171e-61  -7.31818662568390810e+00 8.71637536127202100e-60
TOTALLY     4  1.26013091199413574e+00 -1.69961294182060333e-59  -4.90560532729335919e-01 2.89977107477920901e-59  -1.75578178810386612e-03 -1.73343012562038846e-58  1.03526846611178733e+01 -9.72788119192620155e-58
PARTIAL     4  1.21334104938586340e+00 4.98814532265286878e-60  -4.25661690171196427e-01 -4.51612747124394671e-60  -7.44401846891957208e-02 8.72776846780310145e-02  -7.44401846891957208e-02 -8.72776846780310145e-02
PARTIAL     4  1.01243193887437322e+00 -1.61036890995610432e-61  -1.58366507567470255e-01 1.83077815871092448e-61  -7.66232919890896813e-02 -2.32033631782848276e-01  -7.66232919890896813e-02 2.32033631782848276e-01
TOTALLY     4  1.26173860734372378e+00 -4.25073588560201110e-54  -5.02798420002439794e-01 2.64659271560528029e-53  1.14473286893171586e+01 -7.93968949805536671e-52  -1.64434831203504217e-01 4.77704715739166661e-53
TOTALLY     4  -4.73445156364811326e-01 4.93667613206886507e-60  -7.72358388036709753e-01 -4.67178608472180952e-60  -6.59134840811478107e-01 4.45076011249348730e-59  1.39321719890660833e-01 1.82952271717338124e-61
TOTALLY     4  -4.72181352777390873e-01 1.66781556119638417e-56  -7.71799421612603953e-01 7.41506507179146069e-57  1.39323892360424917e-01 2.86782121628011963e-59  -6.05562702249005436e-01 7.35094613567408091e-55
TOTALLY     4  1.26340202555884784e+00 -6.14978304838244668e-59  -7.44217530906559177e-01 -4.32506485872659058e-59  -3.35073209469124000e-01 -2.35733618493837088e-59  -9.31892676730554292e+00 2.12290781614786854e-57
TOTALLY     4  -5.19833873082493292e-01 5.16906460797372591e-58  -7.38358165137489530e-01 -3.88936870779459628e-58  -6.22692399608536284e-01 -1.21013043760946756e-54  -6.40269893071668261e-01 1.21099812861171090e-54
TOTALLY     4  1.24024334133672465e+00 8.87797606480880010e-65  -7.66511205438612397e-01 -4.24083992589275769e-61  -3.47577238947105072e-01 -2.02744167987906958e-61  1.72707903491654158e-01 1.57329075698110968e-61
