# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  9.52561867430992915e-01 3.32452359272610554e-60  2.33685510043182249e-01 -3.56795403410629038e-60  4.21251727409231225e-01 -1.06686493648398046e-61  2.42404174751128565e+00 -4.17467803401211670e-60
TOTALLY     4  1.24223673734319681e-01 9.00460131600113156e-63  9.99868087000439609e-01 2.06696792626890198e-62  4.11497208651803004e-01 3.01257840795238754e-63  -7.01274680155625885e-01 1.96566244075872866e-63
TOTALLY     4  1.28134281721539650e-01 -1.17163765642809180e-52  1.01605365653284530e+00 6.69963025149810728e-53  2.67041384482584787e+00 3.14688748642610412e-52  -7.01177991235623854e-01 -1.14256108491163140e-53
TOTALLY     4  9.85306854224992423e-01 -7.93437645846339957e-62  -1.01381526712027137e+00 -6.69349792819365784e-62  2.63393193413002713e-01 -2.50650745718577101e-62  -8.39655964156452717e-01 3.65923080096407379e-62
TOTALLY     4  1.02149327513205623e+00 2.70394875880175047e-60  -1.01485943425890612e+00 -7.56428752487515156e-62  -8.40376926216490072e-01 7.86163451066974021e-61  -1.99983281818802516e+00 1.25919960815250282e-60
TOTALLY     4  9.65858107313623870e-01 6.92081390581589995e-59  -1.05021059615977608e+00 4.62802592905659216e-58  -1.72423220372680519e+00 -4.36101373164361398e-57  2.55623627887855975e-01 -2.73070910643772375e-58
TOTALLY     4  -4.69671981856436202e-02 1.61445958972166447e-57  -8.48941576768844408e-01 -1.45676162830985358e-57  -4.70650408460047853e-01 -5.35548048421068048e-58  -1.12844623558236538e-02 2.88550887100959321e-58
TOTALLY     4  -1.01499567730514095e+00 7.73724258193017251e-62  1.30966130794723190e-01 5.40948446566899426e-62  -8.60781208184037916e-01 -6.01732003170364345e-62  -5.51482023228203055e-01 -5.03096834906425198e-62
TOTALLY     4  -5.95398251195567108e-01 -4.36516418150407363e-57  -3.22148671522524521e-01 4.42223380511990454e-57  -3.93627917357639467e-01 -2.36454145476179099e-58  -5.42437839124079099e-02 1.46891688278253762e-58
TOTALLY     4  -1.01624609400317012e+00 -1.09976531447876184e-61  1.55217068114553325e-01 -1.21651361022279111e-60  -8.61445951109876207e-01 2.99055422853133126e-61  3.26930083197676941e-02 -3.19311507144801507e-61
