# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.31380218964409073e-01 -1.59583675262807074e-59  9.44132390955513490e-01 1.19679496586071113e-59  7.03360421927482493e-01 -2.55682526328391796e-60  -5.25380893443895824e-01 -5.52730490444694671e-61
TOTALLY     4  1.11978726979183651e+00 -1.21849523450795495e-49  1.02545160191095247e-01 2.19445514939557472e-49  3.87011927725894189e+00 -1.25877244453015221e-48  -5.26280424474841579e-01 2.25555277227303539e-50
MINIMAL     4  9.17192580986582517e-01 1.05724861875158549e+00  9.17192580986582517e-01 -1.05724861875158549e+00  9.29926442412600252e-01 -7.13585169416951715e-01  9.29926442412600252e-01 7.13585169416951715e-01
NONREAL     4  6.82105418770175720e-01 2.35643258929910449e-01  -9.81114570785029505e-01 5.42828813158462709e-02  -6.77601284888234789e-01 5.73005483399052565e-02  2.18428046125880737e-01 1.11063775269341650e-01
TOTALLY     4  1.22025760101680181e+00 -1.02278741080948356e-61  -9.09899139448953176e-01 6.43084001361605608e-64  -6.55323928155946867e-01 9.14245454141954138e-63  -3.03129779871593508e+00 8.94398777869124210e-61
NONREAL     4  6.82105418770175720e-01 -2.35643258929910449e-01  -9.81114570785029505e-01 -5.42828813158462709e-02  -6.77601284888234789e-01 -5.73005483399052565e-02  2.18428046125880737e-01 -1.11063775269341650e-01
MINIMAL     4  -6.16966480091212355e-01 -1.82245718685168745e+00  -6.16966480091212355e-01 1.82245718685168745e+00  -4.15387613140061271e-02 -6.19612448762404622e-01  -4.15387613140061271e-02 6.19612448762404622e-01
PARTIAL     4  5.05839366970299784e-02 2.16537322134872371e-62  -8.76986491244742927e-01 -2.78542617584207594e-62  -5.26681386624423320e-01 1.52795140933541657e-01  -5.26681386624423320e-01 -1.52795140933541657e-01
MINIMAL     4  -4.14971195037083629e-01 -2.65379758216035044e-01  -4.14971195037083629e-01 2.65379758216035044e-01  -2.61397524496294553e-01 -1.81794135971976217e-01  -2.61397524496294553e-01 1.81794135971976217e-01
MINIMAL     4  -5.15863974057644947e-01 8.96308882426527842e-01  -5.15863974057644947e-01 -8.96308882426527842e-01  -1.62538167878532647e-01 4.27394409386696095e-01  -1.62538167878532647e-01 -4.27394409386696095e-01
