# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.03945676569922907e-01 1.87738625229069533e-01  7.03945676569922907e-01 -1.87738625229069533e-01  5.56016825512299473e+00 -8.88594301051127348e-48  -4.22229599027100000e-01 8.62654195608451229e-50
PARTIAL     4  9.00384256639976455e-01 -1.01823677015513803e+00  9.00384256639976455e-01 1.01823677015513803e+00  8.43158849154422296e-01 2.49899272402288148e-60  1.61051421954805507e+00 -3.61133695265483601e-60
PARTIAL     4  5.82368687217525660e-01 -3.68233791390909948e-01  5.82368687217525660e-01 3.68233791390909948e-01  4.58632734715021473e-01 -1.80373023199908931e-63  -4.19066703784802930e-01 -1.73231060780365072e-63
PARTIAL     4  -3.84269075564449836e-01 3.13463622721834100e-51  -4.20535777989027193e-01 -3.13463636179625945e-51  -2.56507724854468433e-01 -3.58815941245523462e-01  -2.56507724854468433e-01 3.58815941245523462e-01
NONREAL     4  6.57254120821453958e-01 -5.51251517333519847e-01  -1.23269202109312825e+00 -1.18420940147914447e-01  8.62670982904795852e-02 -2.67092695813700709e-01  -6.20991310143580777e-01 -1.32968696037439327e-01
NONREAL     4  6.57254120821453958e-01 5.51251517333519847e-01  -1.23269202109312825e+00 1.18420940147914447e-01  8.62670982904795852e-02 2.67092695813700709e-01  -6.20991310143580777e-01 1.32968696037439327e-01
MINIMAL     4  -4.99077725185539611e-01 1.68317425480582483e+00  -4.99077725185539611e-01 -1.68317425480582483e+00  -6.73054473159182681e-02 6.26593091138675451e-01  -6.73054473159182681e-02 -6.26593091138675451e-01
MINIMAL     4  -5.03958100400577425e-01 1.13526083784646947e+00  -5.03958100400577425e-01 -1.13526083784646947e+00  -1.31887486047780556e-01 -5.41688256071127583e-01  -1.31887486047780556e-01 5.41688256071127583e-01
PARTIAL     4  3.66408098545209338e-01 -1.49595022076631215e-60  -1.10369147792730549e+00 1.96789749735159227e-60  -4.86945679559154965e-01 2.86703165979659447e-01  -4.86945679559154965e-01 -2.86703165979659447e-01
PARTIAL     4  -1.17016038604204509e+00 -1.64082514597991685e-59  1.08933864865188257e+00 -4.24110717668382114e-59  -9.28353478778283780e-01 1.78080844595689680e-01  -9.28353478778283780e-01 -1.78080844595689680e-01
