# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  7.43973404498392443e-01 -7.74960577348610236e-01  7.43973404498392443e-01 7.74960577348610236e-01  6.49813773723230792e-01 -2.61882666908405226e-01  6.49813773723230792e-01 2.61882666908405226e-01
NONREAL     4  -1.06906217489439892e+00 1.68787833105473711e-01  6.52060212372117975e-01 4.97883323248929421e-01  1.98360493024757001e-01 1.28391408362059506e-01  -5.62287633277939403e-01 2.16532388703097295e-01
TOTALLY     4  6.37484152535025966e-02 4.50147484452442202e-57  1.01239831840527472e+00 -2.83356446344266038e-57  2.03628610625177187e+00 -8.38415488678437378e-57  -3.87615794853454321e-01 5.73610652826690950e-58
PARTIAL     4  5.02808284299121167e-01 -2.70270168853427140e-01  5.02808284299121167e-01 2.70270168853427140e-01  -3.63791242819165750e-01 3.80415730930722630e-65  4.23594878389207841e-01 -1.27823996556596401e-64
NONREAL     4  5.00271183259756724e-01 -7.00429753536252142e-01  -1.27278345676070770e+00 3.36620598063410714e-01  -5.34554062021217580e-01 6.35726442731486041e-01  1.45206713113365055e-01 -1.48636199227797944e-01
NONREAL     4  6.52060212372117975e-01 -4.97883323248929421e-01  -1.06906217489439892e+00 -1.68787833105473711e-01  1.98360493024757001e-01 -1.28391408362059506e-01  -5.62287633277939403e-01 -2.16532388703097295e-01
TOTALLY     4  1.18997416871016282e+00 -2.14055279601128266e-59  -7.53570665588697342e-01 -1.40146958431755115e-59  -5.57587826497931927e-01 -8.20286157442019656e-60  -7.15393332928604320e+00 1.82858960855534191e-58
MINIMAL     4  -1.94791379344305043e-01 1.90950704582976050e+00  -1.94791379344305043e-01 -1.90950704582976050e+00  -7.66650642950070377e-02 4.92801478814856309e-01  -7.66650642950070377e-02 -4.92801478814856309e-01
NONREAL     4  5.00271183259756724e-01 7.00429753536252142e-01  -1.27278345676070770e+00 -3.36620598063410714e-01  -5.34554062021217580e-01 -6.35726442731486041e-01  1.45206713113365055e-01 1.48636199227797944e-01
MINIMAL     4  -4.91688036337397993e-01 3.38059972421559607e-01  -4.91688036337397993e-01 -3.38059972421559607e-01  -4.75555837988356045e-01 -3.97650059225457375e-01  -4.75555837988356045e-01 3.97650059225457375e-01
