# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  -1.00871389402024048e+00 -1.00235636501083536e+00  -1.00871389402024048e+00 1.00235636501083536e+00  -1.19591879059123829e+00 1.71298529533365070e-61  2.49613426142336259e+00 1.85671552142034277e-61
NONREAL     4  7.19952723967565267e-01 4.52565639905157469e-01  -1.53042187560292886e+00 3.44305967728037676e-01  2.04714179510445193e+00 2.31547105822589483e+00  -2.47780064638294162e-01 -1.12600866389098431e+00
PARTIAL     4  4.32104633444300307e-02 -1.11151251086704272e+00  4.32104633444300307e-02 1.11151251086704272e+00  -2.60820116009089276e+00 -9.89730488757608699e-60  8.57213579079977195e-01 -6.03659645501550442e-60
PARTIAL     4  2.61138318524680113e-01 1.76913071179044943e-61  -2.83817640983417441e+00 1.80560468726522591e-61  -7.44000427335236303e-01 9.49612488988228032e-01  -7.44000427335236303e-01 -9.49612488988228032e-01
PARTIAL     4  -9.19140795970759372e-01 5.52881881665294506e-01  -9.19140795970759372e-01 -5.52881881665294506e-01  -5.12371160904378398e-01 -1.78244931728216778e-62  2.87315186667867151e+00 1.42993426248508273e-61
PARTIAL     4  -3.16040324026193448e-02 1.38890986063615962e+00  -3.16040324026193448e-02 -1.38890986063615962e+00  -2.16158309711512153e+00 -3.27844819753194112e-61  1.08540826307385441e+00 -5.41331202517942470e-61
PARTIAL     4  -3.04676197830383666e+00 1.21734226981830114e-60  -5.49812419784973458e-02 1.88503143482042439e-60  -7.14208915692614132e-01 -7.13277329649747882e-01  -7.14208915692614132e-01 7.13277329649747882e-01
PARTIAL     4  9.85571735074562305e-01 -2.23598445935142188e-62  -4.78652541426555056e-01 1.20956461853692830e-62  1.94095043249993160e-01 7.14001623158702747e-01  1.94095043249993160e-01 -7.14001623158702747e-01
PARTIAL     4  2.27950246827578543e-03 7.25139201008806911e-01  2.27950246827578543e-03 -7.25139201008806911e-01  -3.39972814798056744e+00 -9.10529732491460626e-59  2.92185402507681824e-01 2.75072221187205584e-58
NONREAL     4  -1.53042187560292886e+00 -3.44305967728037676e-01  7.19952723967565267e-01 -4.52565639905157469e-01  -2.47780064638294162e-01 1.12600866389098431e+00  2.04714179510445193e+00 -2.31547105822589483e+00
