# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  7.58982932875801097e-01 -4.11265820316227937e-01  7.58982932875801097e-01 4.11265820316227937e-01  3.13946662882850047e+00 -1.43010690358686398e-52  2.37091400827845779e-02 -2.24719988873829950e-54
PARTIAL     4  7.40363313312571436e-01 3.04596734122624446e-01  7.40363313312571436e-01 -3.04596734122624446e-01  -8.60291039160802906e-02 -5.40402876523521759e-60  3.36887026538299228e+00 1.13051421334115001e-59
PARTIAL     4  7.09022457498199032e-01 -5.80216805345159938e-61  -8.78066973115111282e-01 1.97071657529504663e-61  -1.89599344529774699e-01 1.56776470410292884e-01  -1.89599344529774699e-01 -1.56776470410292884e-01
TOTALLY     4  8.49767696161455199e-01 4.62812836054334269e-61  -1.12813332995658255e+00 -1.10994599255592876e-61  -2.57301717567496924e-01 -3.55213056798268117e-61  -1.30888129315074608e+00 -3.05526123721101177e-61
PARTIAL     4  6.42176168781371071e-01 9.19470436788159772e-59  4.64649814768127056e-01 -9.17245105598610279e-59  -5.09301648362510684e-02 3.41822570366925316e-02  -5.09301648362510684e-02 -3.41822570366925316e-02
NONREAL     4  4.18966129437935986e-01 -4.05628405187815233e-01  -1.10270288450534215e+00 1.00243027301657905e-01  -8.06415242246050101e-01 1.65716488344187202e-01  -9.73709777667152165e-02 -3.26062025041722658e-01
TOTALLY     4  -1.10404814947421115e+00 -2.98689127307096471e-58  9.92681931144518526e-01 -3.12558689518086843e-57  -3.58783712395110199e-01 2.42355148725446477e-57  -1.60065960303708898e+00 5.64430454569663297e-57
NONREAL     4  4.18966129437935986e-01 4.05628405187815233e-01  -1.10270288450534215e+00 -1.00243027301657905e-01  -9.73709777667152165e-02 3.26062025041722658e-01  -8.06415242246050101e-01 -1.65716488344187202e-01
MINIMAL     4  -4.20577774662017123e-01 1.21890612683025767e+00  -4.20577774662017123e-01 -1.21890612683025767e+00  -1.19351481546175642e-01 5.42076391356153819e-01  -1.19351481546175642e-01 -5.42076391356153819e-01
MINIMAL     4  -3.68309410583654906e-01 4.85543154795269771e-01  -3.68309410583654906e-01 -4.85543154795269771e-01  -1.78542073643931043e-01 4.30004754873734019e-01  -1.78542073643931043e-01 -4.30004754873734019e-01
