# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.14824606742741975e-01 -2.39615960683525392e-01  6.14824606742741975e-01 2.39615960683525392e-01  5.36945124530375129e-01 -1.38415299485436400e-64  -4.08763149426166206e-01 -8.03184895290325511e-65
MINIMAL     4  8.96489964282016327e-01 -1.03834764039649863e+00  8.96489964282016327e-01 1.03834764039649863e+00  1.02506226030334990e+00 5.19106674003070312e-01  1.02506226030334990e+00 -5.19106674003070312e-01
PARTIAL     4  5.67066694427858509e-01 -1.11426040062428798e-60  -1.41053347286999387e+00 1.45320314354548158e-61  -4.63637337958378359e-01 -1.82114050680178163e-01  -4.63637337958378359e-01 1.82114050680178163e-01
PARTIAL     4  7.12546931060116018e-01 1.63813737178606117e-01  7.12546931060116018e-01 -1.63813737178606117e-01  -4.09425210923923255e-01 1.92470233122231545e-60  4.98970813548002212e+00 1.32346186145637947e-56
PARTIAL     4  4.48351054393628046e-01 2.19688541805560584e-60  -1.24647050873369358e+00 -4.99745387271570358e-61  -2.73869184524552334e-01 1.57089689209097161e-01  -2.73869184524552334e-01 -1.57089689209097161e-01
PARTIAL     4  1.03294545611749333e+00 -6.03921508795319877e-60  -1.44618136981938417e+00 3.44946390028666210e-60  -7.07689014904877123e-01 -2.88026628754849801e-01  -7.07689014904877123e-01 2.88026628754849801e-01
NONREAL     4  6.48985720986422154e-01 4.75246735828164346e-01  -1.45740848617754382e+00 9.48606180173810903e-02  4.45060348187431634e-02 2.56654707938657412e-01  -6.30356513752869385e-01 1.01609371306224605e-01
MINIMAL     4  -5.62897824814920789e-01 8.28807073009974804e-01  -5.62897824814920789e-01 -8.28807073009974804e-01  -1.21975136824477609e-01 4.67929797695211813e-01  -1.21975136824477609e-01 -4.67929797695211813e-01
NONREAL     4  -1.45740848617754382e+00 -9.48606180173810903e-02  6.48985720986422154e-01 -4.75246735828164346e-01  4.45060348187431634e-02 -2.56654707938657412e-01  -6.30356513752869385e-01 -1.01609371306224605e-01
MINIMAL     4  -7.51600354159632916e-02 -2.55872769430185798e+00  -7.51600354159632916e-02 2.55872769430185798e+00  3.06608065911996332e-02 6.87579410166556770e-01  3.06608065911996332e-02 -6.87579410166556770e-01
