# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  3.19135437313700421e-01 -2.29291628202198642e-61  -3.02673845323692348e-01 -2.62373879747949146e-61  1.03131359001949113e-01 -2.00364247072402564e-61  -1.94778656981672682e-01 -3.84481487116081447e-62
MINIMAL     4  9.95976832947131352e-01 1.61694144187450073e+00  9.95976832947131352e-01 -1.61694144187450073e+00  4.75337109914331757e-01 -8.19855984597996246e-01  4.75337109914331757e-01 8.19855984597996246e-01
MINIMAL     4  -3.89829626211383728e-01 -3.94266823198850980e-01  -3.89829626211383728e-01 3.94266823198850980e-01  -3.93779522482059663e-01 -3.19819379105204596e-02  -3.93779522482059663e-01 3.19819379105204596e-02
TOTALLY     4  1.06197857083595082e+00 -1.00938918700429196e-61  -8.94900002561957314e-02 2.60497209353497279e-61  -1.69276355845999177e-01 3.59330903141436650e-62  3.09345083375366414e+00 9.00157228263456811e-60
TOTALLY     4  5.33922069334503979e-02 4.31253060712059650e-62  -2.98129424741556737e-01 2.90443421219802868e-62  -3.35846583358902079e-02 2.95739991370303203e-62  -1.92126888663985473e-01 7.62150264668490965e-63
TOTALLY     4  -4.12695618367283704e-02 -3.73773483723380264e-62  4.41184924295019543e-01 -1.45619801495941426e-62  -1.65727424740200940e-01 -4.47893177848205816e-63  2.64282306312536186e-01 -2.12491294827357155e-62
TOTALLY     4  -3.21792187859163137e-01 -3.82954176047030406e-45  1.15677606446896086e+00 1.15597211543867102e-45  4.77876948731020335e+00 4.55979338838920529e-44  -1.98549131285536085e-01 -4.75037081424667011e-46
MINIMAL     4  3.75318193540086942e-01 3.44326968653640142e+00  3.75318193540086942e-01 -3.44326968653640142e+00  8.35736803833004027e-02 -8.91108303010702207e-01  8.35736803833004027e-02 8.91108303010702207e-01
MINIMAL     4  -5.68687046860192114e-01 1.03492665855727961e+00  -5.68687046860192114e-01 -1.03492665855727961e+00  -3.04213032522328286e-01 -5.24429935180402929e-01  -3.04213032522328286e-01 5.24429935180402929e-01
TOTALLY     4  -5.33631239985433936e-01 -2.68796456143001123e-55  -1.85823581199280052e-01 2.90515814405865876e-55  -7.51703513424426983e-01 -9.56452603222853861e-56  -1.85125144733940622e-01 3.70081520696004068e-56
