# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  6.98922032472357069e-01 2.49109883184770037e-01  6.98922032472357069e-01 -2.49109883184770037e-01  -2.45853681188679840e-01 -1.43539963641305798e-63  2.38886104212429951e+00 -6.14569972085562222e-61
TOTALLY     4  -7.54290404954114421e-03 -5.89538142842773127e-61  6.67139841207496920e-01 -2.10922050987241221e-61  1.32368364613263456e-01 -2.81575293705038922e-61  -2.36423272993770195e-01 8.75120114125370551e-62
NONREAL     4  3.74982641194004318e-01 7.56378506206920487e-01  -1.42715003117818084e+00 -1.59468536167730685e-01  -1.86929414444127300e-02 3.62300309488616690e-01  -9.23019920743397226e-01 -1.09274345075417931e-01
TOTALLY     4  7.98110936427956164e-01 2.35345788564919214e-62  -1.42215092300473511e+00 -6.62904461610235093e-62  -3.05805111784146433e-01 3.52811043765712659e-62  -1.17917612927314686e+00 6.56660919734745686e-62
MINIMAL     4  8.58650463910395567e-01 1.01736330360577787e+00  8.58650463910395567e-01 -1.01736330360577787e+00  6.77528717716731510e-01 3.74750421161635150e-01  6.77528717716731510e-01 -3.74750421161635150e-01
TOTALLY     4  -1.37079695247186906e+00 1.53450372920201448e-57  1.16484429784399168e+00 -5.03152791485270143e-57  -1.58510941535423844e+00 -4.09747671717011967e-57  -4.94217277637729324e-01 6.14145931850360440e-57
TOTALLY     4  6.83407480815919066e-01 8.41107405940063751e-63  -4.28529270503776094e-01 -1.35576961763411521e-62  -2.18020189010224769e-01 -2.26760710439894006e-62  4.50165415378648431e-03 2.25521244429217796e-62
MINIMAL     4  1.40134870322365407e-01 2.20121293932577888e+00  1.40134870322365407e-01 -2.20121293932577888e+00  -2.53173207344246642e-02 6.46856423200914743e-01  -2.53173207344246642e-02 -6.46856423200914743e-01
MINIMAL     4  -3.61354782581837120e-01 1.16774061194937206e+00  -3.61354782581837120e-01 -1.16774061194937206e+00  -1.22336571158209867e-01 4.67131572245915894e-01  -1.22336571158209867e-01 -4.67131572245915894e-01
NONREAL     4  -1.42715003117818084e+00 1.59468536167730685e-01  3.74982641194004318e-01 -7.56378506206920487e-01  -1.86929414444127300e-02 -3.62300309488616690e-01  -9.23019920743397226e-01 1.09274345075417931e-01
