# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  7.63940633095809174e-01 -9.50037142096478160e-01  7.63940633095809174e-01 9.50037142096478160e-01  6.17550805595821872e-01 -2.84012201470281112e-01  6.17550805595821872e-01 2.84012201470281112e-01
MINIMAL     4  8.59400328598988850e-01 -1.23768192379314557e+00  8.59400328598988850e-01 1.23768192379314557e+00  5.18476222742134230e-01 -6.17017626886764425e-01  5.18476222742134230e-01 6.17017626886764425e-01
MINIMAL     4  -1.63887362312487933e-01 3.64046951362367255e-01  -1.63887362312487933e-01 -3.64046951362367255e-01  -1.15346223983801052e-01 2.43847821407559173e-01  -1.15346223983801052e-01 -2.43847821407559173e-01
MINIMAL     4  3.79442728091356984e-01 4.94565749494876417e-01  3.79442728091356984e-01 -4.94565749494876417e-01  1.40015688375888570e-01 2.46208512417340125e-01  1.40015688375888570e-01 -2.46208512417340125e-01
TOTALLY     4  1.16980696837934972e+00 2.90219402250197069e-44  -7.30765826865183432e-01 7.05401656861943129e-44  -1.10991013501316154e+01 -6.80672245808691826e-42  -4.52769186635745488e-02 -1.57517790921415701e-44
MINIMAL     4  9.04110957368506329e-01 2.76642283974194703e+00  9.04110957368506329e-01 -2.76642283974194703e+00  1.43097468218964491e-01 -8.93293765963024788e-01  1.43097468218964491e-01 8.93293765963024788e-01
MINIMAL     4  -3.87052810019358928e-01 6.42933731349463744e-01  -3.87052810019358928e-01 -6.42933731349463744e-01  -2.88036169735291225e-01 2.84942260373908240e-01  -2.88036169735291225e-01 -2.84942260373908240e-01
MINIMAL     4  -5.34377919086334363e-01 9.72938578041874780e-01  -5.34377919086334363e-01 -9.72938578041874780e-01  -3.32294153491869970e-01 -4.93052402620095032e-01  -3.32294153491869970e-01 4.93052402620095032e-01
MINIMAL     4  -7.42911380268434507e-02 2.41052811416339274e-01  -7.42911380268434507e-02 -2.41052811416339274e-01  -6.95349017533635483e-02 2.36424712432352496e-01  -6.95349017533635483e-02 -2.36424712432352496e-01
TOTALLY     4  -9.57147491782877058e-01 -1.07192187062347849e-54  8.68264149896910253e-01 -7.21420123152315018e-54  -2.44995976707135865e+00 3.49340230524976773e-53  2.80550035966496691e-02 -6.41067422727677177e-55
