# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  2.00692860571151499e+00 -5.37670815939769699e-61  -5.45547834112994345e-01 1.15340020095462128e-61  -3.29362609598584724e-02 4.14668363705216370e-01  -3.29362609598584724e-02 -4.14668363705216370e-01
NONREAL     4  1.48905983298582889e+00 1.98567833756576780e-02  -4.88710682235475480e-01 -5.37647141798074241e-02  -1.78783712973287906e-02 4.26976716929283462e-01  -3.62221301949838725e+00 3.18193236052770723e-01
TOTALLY     4  1.54848706213113729e+00 -5.35188957759748274e-62  -1.76079934200210930e+00 -5.22370815962702818e-61  -4.22246244455188602e-01 -2.19543432598248123e-61  1.12696000079168093e-01 1.60381076698359843e-61
PARTIAL     4  -7.37639930835216895e-02 9.78479569482587634e-62  8.96423023810757891e-01 -8.59728451689027691e-62  -2.38668221812520440e-02 -5.01616972197088118e-01  -2.38668221812520440e-02 5.01616972197088118e-01
TOTALLY     4  1.48554069887577489e+00 -1.04267602283846713e-62  -1.65313303918145227e+00 -7.47853445868524667e-63  -3.36348588458228737e-01 -1.48489519511604685e-61  -1.14005153634586720e+00 -6.61413737320151191e-62
NONREAL     4  1.48905983298582889e+00 -1.98567833756576780e-02  -4.88710682235475480e-01 5.37647141798074241e-02  -3.62221301949838725e+00 -3.18193236052770723e-01  -1.78783712973287906e-02 -4.26976716929283462e-01
PARTIAL     4  -5.30303124824617278e-01 -9.34935804046513599e-59  -3.05671221888360600e+00 -9.80608715574699023e-58  -5.27842100747707085e-02 4.05291813733224093e-01  -5.27842100747707085e-02 -4.05291813733224093e-01
NONREAL     4  -4.88982976517690793e-01 -4.85597477194529697e-02  -1.65499578134396486e+00 9.66112161731320050e-03  -9.52751537874770515e-01 4.69137716462007185e-04  -5.50286762519843001e-02 4.04686343414545735e-01
NONREAL     4  -4.88982976517690793e-01 4.85597477194529697e-02  -1.65499578134396486e+00 -9.66112161731320050e-03  -9.52751537874770515e-01 -4.69137716462007185e-04  -5.50286762519843001e-02 -4.04686343414545735e-01
TOTALLY     4  -1.63658310003844965e+00 -1.44075047410919869e-60  1.50473196152094291e+00 -1.58104998488034802e-61  6.74511827708245137e-02 -2.88784336134199759e-60  -1.15735788386099703e+00 2.29488472609855259e-60
