# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.11906170862082721e+00 1.00296765324152213e-60  -2.63114197784288552e-02 -9.72668428792987378e-61  -6.26973971971131583e-01 -1.57522108873614867e-62  5.08261859205319855e+00 1.24470367868587785e-57
PARTIAL     4  6.44343999880683804e-01 -1.83071837554245720e-01  6.44343999880683804e-01 1.83071837554245720e-01  5.06038919469708803e-01 -1.98475128362663166e-62  2.96845356971836605e+00 1.22837552208075592e-60
TOTALLY     4  1.04000334472217282e+00 -5.20602811691388165e-63  -2.94364245025909646e-02 1.01613630465181368e-62  4.61895632614038931e-01 7.57751203719313931e-64  -6.27080436590780943e-01 1.71210147360014202e-64
TOTALLY     4  8.88283277163813834e-01 2.99317839314047774e-57  -1.23783182954689996e+00 4.10621857732025798e-57  -1.21002859441610933e+00 4.87538148913165042e-57  2.84537592972032016e-01 2.17685647401531157e-57
PARTIAL     4  -5.55090893436379407e-01 -2.26557365112294545e-01  -5.55090893436379407e-01 2.26557365112294545e-01  2.21677012283951515e-02 -1.18499261354860505e-59  -4.17688659186084554e-01 2.04414867290275643e-59
TOTALLY     4  1.13893205618633875e+00 -1.58838345786252886e-54  -1.10574376365890714e+00 -1.85744827744109515e-54  -2.06976767696375319e+00 1.12122447777516704e-53  -7.63721687596385146e-01 -1.27347010351275573e-54
TOTALLY     4  -1.12097332084164525e+00 5.89763842457158178e-59  9.78617159115817037e-01 4.74170564868505365e-59  -7.72351415045159473e-01 -8.48406904058933053e-59  3.14475478957819965e-01 1.27200977303739922e-59
TOTALLY     4  -2.43825569489027442e-02 1.32287447173614141e-58  -1.10361313668682803e+00 -5.85952613364431637e-59  -5.65102166712138976e-01 -8.19827524538491749e-57  -6.87503393481486480e-01 8.56161178852136324e-57
PARTIAL     4  -5.76397116172386537e-01 6.09449239871167281e-01  -5.76397116172386537e-01 -6.09449239871167281e-01  -2.50333143904712396e-01 -6.42452471275645452e-59  -8.43452968942725728e-02 4.53492127445234288e-59
TOTALLY     4  2.11897431277058533e-02 2.00928841747886189e-59  -1.06415774630567106e+00 -1.95160481458991523e-59  -6.76238404248379665e-01 7.31192141271004313e-60  9.04076259146813221e-02 7.73446131454538476e-61
