# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  9.03886647175835667e-01 9.73881889841040294e-01  9.03886647175835667e-01 -9.73881889841040294e-01  8.84857642165622016e-01 2.95054176062502949e-01  8.84857642165622016e-01 -2.95054176062502949e-01
PARTIAL     4  7.48089757605849059e-01 4.52429965931696765e-01  7.48089757605849059e-01 -4.52429965931696765e-01  -4.84019250776368926e-01 3.08441955524969444e-62  2.42355917639653695e+00 -1.21921039641892174e-60
PARTIAL     4  7.10160474311086531e-01 -6.08043012233631552e-01  7.10160474311086531e-01 6.08043012233631552e-01  5.32456136036166039e-01 4.36126360451891721e-63  -4.75059377710334796e-01 3.95173163280270454e-63
NONREAL     4  8.19188335909357801e-01 7.09256715607671229e-01  -1.29356703611548562e+00 1.91057962627075140e-01  1.50213123075519678e-01 2.34510834651759564e-01  -6.05605068244053357e-01 2.88756256045767046e-01
NONREAL     4  5.82641601560265898e-01 -9.60965727775200396e-01  -1.46049694451382672e+00 4.91486037440545753e-01  6.74467244523088427e-02 -2.78812107753615424e-01  -3.97935778605360169e-01 7.47803277422842805e-01
PARTIAL     4  1.01174951043592931e+00 -1.18547545451111354e-59  -1.05105094454311931e+00 -6.89191781808181797e-60  -8.59911809107217762e-01 4.98105414382440492e-01  -8.59911809107217762e-01 -4.98105414382440492e-01
NONREAL     4  8.19188335909357801e-01 -7.09256715607671229e-01  -1.29356703611548562e+00 -1.91057962627075140e-01  -6.05605068244053357e-01 -2.88756256045767046e-01  1.50213123075519678e-01 -2.34510834651759564e-01
NONREAL     4  5.82641601560265898e-01 9.60965727775200396e-01  -1.46049694451382672e+00 -4.91486037440545753e-01  6.74467244523088427e-02 2.78812107753615424e-01  -3.97935778605360169e-01 -7.47803277422842805e-01
PARTIAL     4  2.18888411703978214e-01 1.82898085736639177e-60  -9.09845464911244961e-01 -8.37592950825966112e-61  -5.12775562017128150e-01 5.04838955272283063e-01  -5.12775562017128150e-01 -5.04838955272283063e-01
MINIMAL     4  -4.17905871389500860e-01 1.66618182087846178e+00  -4.17905871389500860e-01 -1.66618182087846178e+00  -1.31078088055639891e-01 5.74350240931155720e-01  -1.31078088055639891e-01 -5.74350240931155720e-01
