# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  1.06069010585299583e+00 -6.49260354175999255e-01  4.75401385519780728e-01 8.16467799488010626e-01  1.40576701481749211e+00 -4.46230372363413286e-01  -2.16979452855011086e-02 3.37782575284305664e-01
MINIMAL     4  5.10186530761114421e-01 -2.17664190975503580e+00  5.10186530761114421e-01 2.17664190975503580e+00  -4.68616577449418176e-02 6.80455344324954359e-01  -4.68616577449418176e-02 -6.80455344324954359e-01
NONREAL     4  4.75401385519780728e-01 -8.16467799488010626e-01  1.06069010585299583e+00 6.49260354175999255e-01  1.40576701481749211e+00 4.46230372363413286e-01  -2.16979452855011086e-02 -3.37782575284305664e-01
NONREAL     4  7.20976449807553266e-01 7.64760368638581989e-01  -1.48198077616395296e+00 -2.82436542282283543e-01  9.85135189446904036e-02 1.50909966151774183e-01  -6.96997537130426115e-01 -8.05536053101756466e-01
NONREAL     4  6.26580148630073830e-01 8.21356365311070591e-01  -1.33337615422260392e+00 1.48685343783012236e-01  -4.99557697932234313e-01 3.44103920322858858e-01  7.80566215311038897e-02 1.44175293951830069e-01
TOTALLY     4  1.29786414768581349e+00 5.72997601142412074e-60  -1.00617425523713333e+00 9.49223766848481014e-61  -5.46883047317151538e-01 2.09400165315285930e-60  -3.36035221263195583e+00 -1.02339207414166025e-59
MINIMAL     4  6.58734672179644876e-01 9.43559789501997481e-01  6.58734672179644876e-01 -9.43559789501997481e-01  3.15049695322684037e-02 -3.51499250143189501e-01  3.15049695322684037e-02 3.51499250143189501e-01
NONREAL     4  -1.48198077616395296e+00 2.82436542282283543e-01  7.20976449807553266e-01 -7.64760368638581989e-01  -6.96997537130426115e-01 8.05536053101756466e-01  9.85135189446904036e-02 -1.50909966151774183e-01
MINIMAL     4  -5.59216443155515552e-01 -4.00802314955444827e-01  -5.59216443155515552e-01 4.00802314955444827e-01  -5.41955903978334486e-01 5.46745841542963684e-01  -5.41955903978334486e-01 -5.46745841542963684e-01
NONREAL     4  -1.33337615422260392e+00 -1.48685343783012236e-01  6.26580148630073830e-01 -8.21356365311070591e-01  7.80566215311038897e-02 -1.44175293951830069e-01  -4.99557697932234313e-01 -3.44103920322858858e-01
