# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  4.47119908922181009e-01 -6.75666385601024885e-61  7.42044945905482534e-01 1.72691772668204294e-60  -2.74280601998216772e-02 -6.15625438382843133e-63  2.24918861754725175e+00 4.21394946577443874e-60
TOTALLY     4  3.69082748867501809e-01 2.35667721873863010e-57  -8.97957209663162503e-01 -1.68077144910571238e-57  -3.56342481468720704e-02 5.65288728785003509e-58  -1.08473885702898309e+00 -1.97206504034480342e-57
MINIMAL     4  7.56439498238297259e-01 -3.17828654472951078e+00  7.56439498238297259e-01 3.17828654472951078e+00  1.04381175358958314e-01 9.15217893791969272e-01  1.04381175358958314e-01 -9.15217893791969272e-01
PARTIAL     4  2.84881404114805947e-01 -9.00991971347561427e-02  2.84881404114805947e-01 9.00991971347561427e-02  -2.36400530265775538e-02 4.73177902295250270e-64  1.70771817347265875e-01 -2.21531106553368086e-62
MINIMAL     4  9.64684245782001848e-01 -1.51403205540692687e+00  9.64684245782001848e-01 1.51403205540692687e+00  4.80447566931748338e-01 7.83134813850483114e-01  4.80447566931748338e-01 -7.83134813850483114e-01
TOTALLY     4  1.22992770057476042e+00 -1.80286761739551224e-44  -4.38268868859918559e-01 1.00551153619057013e-43  8.73611257544757613e+00 -3.98843834395637171e-42  -1.44650440937139690e-01 1.13616360859648070e-44
PARTIAL     4  3.23373983068217796e-01 3.33900070090270794e-58  -3.87532126398660359e-01 1.32280335085306347e-59  -8.55999625282601595e-02 2.64457145054341515e-02  -8.55999625282601595e-02 -2.64457145054341515e-02
TOTALLY     4  -2.16275944547034776e-01 -1.05823811110358941e-54  -2.86436014107762316e-01 1.03738770684603654e-54  -2.71650180690213017e-01 -2.61823280826408494e-56  -1.91614355372695139e-01 5.85299427954916135e-57
PARTIAL     4  -2.89188912485032423e-01 -1.22094290718511564e-01  -2.89188912485032423e-01 1.22094290718511564e-01  -1.76624026847597926e-01 -1.02443337226460735e-60  -3.74727628271334490e-01 -1.20844310271443529e-59
MINIMAL     4  -6.28658291259367563e-01 1.15002765853484568e+00  -6.28658291259367563e-01 -1.15002765853484568e+00  -3.27010308953067652e-01 6.01857284034927775e-01  -3.27010308953067652e-01 -6.01857284034927775e-01
