# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.11607217292758132e+00 -5.60530179536507055e-54  1.14522262272187286e-01 9.59578551057922050e-54  2.15078260612883598e+00 -2.03592491828863249e-53  2.71954095988619915e-01 -1.93594685176078485e-54
TOTALLY     4  1.21555972699093129e+00 2.20738594675210597e-62  -7.78495547603669236e-02 1.54142080669934091e-61  -3.23069677898959240e-01 9.24542259512095843e-63  2.70961583537914485e+00 -1.26141809938891614e-60
TOTALLY     4  1.17740610485568498e+00 8.15578862013135262e-64  -2.19533448593333236e-01 5.56547879025634599e-62  2.44981114065412120e-01 6.29769486747032445e-63  -3.30216486363224870e-01 3.70790948581268603e-63
TOTALLY     4  1.13616761695819113e+00 9.40979849950315622e-63  -1.22222769928876551e+00 -2.49312197156993583e-62  1.63076760052663028e-01 6.23626799837354588e-63  -2.31664867669543284e+00 -2.15923813947463561e-61
TOTALLY     4  1.23035812249489451e+00 -9.88861189045431461e-63  -1.13143381723873881e+00 3.04324263314611879e-62  -4.23032796880475070e-01 1.97529302542328560e-63  -2.97570674022990422e+00 -7.08751885658880971e-62
TOTALLY     4  1.17125986146229977e+00 6.81427029666478056e-63  -9.25422846501611662e-01 -1.23172894435557401e-62  -3.89573115326347752e-01 -3.76806069997318034e-63  1.88015525523345911e-01 2.02098021115029048e-63
NONREAL     4  -1.15557916001764016e+00 3.86689483470494255e-02  -2.72997603284281069e-02 -8.62414970689789895e-02  -1.17965891534881862e+00 1.47578820331126914e-02  -9.09824950026925511e-02 -2.88780402368050249e-01
NONREAL     4  -1.19150750763800314e-01 8.04744397440190551e-01  -8.33019319719904061e-01 -9.64591452973289631e-01  -1.21485946807384726e-01 -3.66848901505248404e-01  -4.65905697566843524e-02 3.43177546941319411e-01
NONREAL     4  -8.33019319719904061e-01 9.64591452973289631e-01  -1.19150750763800314e-01 -8.04744397440190551e-01  -1.21485946807384726e-01 3.66848901505248404e-01  -4.65905697566843524e-02 -3.43177546941319411e-01
NONREAL     4  -1.15557916001764016e+00 -3.86689483470494255e-02  -2.72997603284281069e-02 8.62414970689789895e-02  -1.17965891534881862e+00 -1.47578820331126914e-02  -9.09824950026925511e-02 2.88780402368050249e-01
