# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  8.20913815054180596e-01 3.82968602013914722e-52  4.01504622572620096e-01 -4.52067782645445417e-52  3.19523393192518546e+00 6.17182735733656031e-52  2.45176810339272105e-01 6.97655179799920424e-53
TOTALLY     4  4.76265951041001889e-01 3.75396913964080284e-60  6.05817370544396105e-01 -3.75107942788948635e-60  2.43948857241094968e-01 -7.10680156276459292e-64  -9.31074886792797457e-02 1.55944388669991866e-63
TOTALLY     4  4.28612447355302240e-01 2.61653393383152144e-61  -1.20412684855868113e+00 2.82646001624563708e-60  2.59243044617955054e-01 2.48101854499227074e-62  -1.04173805561459987e+00 1.95194961746429055e-59
PARTIAL     4  -2.94965280684330311e-01 3.61789631865646418e-62  -9.13948149106076579e-01 -2.99779814295617985e-62  -7.52967793771123883e-01 -2.74082612537322190e-01  -7.52967793771123883e-01 2.74082612537322190e-01
TOTALLY     4  7.30635905664404284e-01 4.31260125772936289e-60  -1.24307798200388175e+00 -7.70856291125246231e-61  2.95094641195108420e-01 5.15386661811543121e-61  -1.41629638513214906e+00 -4.64143563370478778e-60
TOTALLY     4  1.08815862359371995e+00 -2.12104978407055438e-61  -5.46201414932698595e-03 2.08297438292337505e-61  -1.58611415886694918e-01 3.84963910025977763e-62  4.98111692045868804e+00 -3.37580449912728148e-61
MINIMAL     4  7.48330617892599470e-01 1.82775255197887088e+00  7.48330617892599470e-01 -1.82775255197887088e+00  4.12790994000086023e-02 6.20318671311706482e-01  4.12790994000086023e-02 -6.20318671311706482e-01
TOTALLY     4  6.92128040692016389e-01 -1.16222979634532960e-58  -1.13143951787926200e+00 -1.15161664512006769e-59  -6.06759795221683662e-01 -4.30517133675312239e-59  2.89474562890292275e-01 -1.39013909355886789e-59
TOTALLY     4  1.19850429731981323e+00 -1.70626348692954151e-54  -9.73056714208645701e-01 -3.74930498554359582e-54  -3.45875887104758029e+00 3.63790699072210766e-53  -4.69701325544474357e-01 -3.52638206032401383e-54
TOTALLY     4  -1.15187443738488238e+00 -1.14954204083492661e-60  4.34627366141194516e-01 -2.44178705457450035e-59  -7.05893428853066607e-01 -7.04183686203430318e-60  2.59806671653992016e-01 -2.88772328621800683e-60
