# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  8.47236461992175394e-01 -6.37706661136424124e-54  6.17388795752965236e-01 6.61984540723252566e-54  2.18020306224144278e+00 -1.17433721517446934e-54  4.52276410070913959e-01 7.09058483520702948e-57
TOTALLY     4  1.33151266450998462e+00 1.44061678807741179e-61  -1.14318684273480214e-01 2.33192315278596856e-61  -2.83590703781782805e-01 1.81227025493948613e-62  4.10330860731603764e+00 -2.20934921355623501e-60
TOTALLY     4  1.21759145911834565e+00 -1.52888280450573864e-61  -3.08809574142434873e-01 -5.07739199518792667e-60  3.45908267836674999e-01 -7.77784961049560961e-61  -3.00478963230831342e-01 -6.59522382013075189e-61
TOTALLY     4  1.10321793645925958e+00 -2.55087339230783930e-63  -1.34187399402991270e+00 -1.04444293773932044e-62  2.08666479857689269e-01 -8.90913507291564078e-64  -1.95353729027261536e+00 -5.11712786681104836e-63
NONREAL     4  -1.92160375182456669e-02 1.88873914234995471e-01  -1.17965388550318706e+00 -8.55348086831129312e-02  -8.76874554293039649e-02 2.74443502261914662e-01  -1.10261892967969466e+00 -3.60473234347878577e-02
TOTALLY     4  -1.10464985194454668e+00 -2.65036876752129775e-51  1.38476344546137464e+00 -1.49637646446677558e-51  -3.70696456045475697e+00 2.66789711281822282e-50  -4.38748250812835361e-01 -2.39331233896270289e-51
TOTALLY     4  1.20490044656146655e+00 3.35162751321071218e-62  -8.21655736271542758e-01 4.94783572377009668e-62  2.79100035817328618e-01 1.14250251724755825e-62  -3.69339379907711485e-01 1.51222336938333048e-62
MINIMAL     4  -5.27817520170808629e-01 4.83061663970451971e-01  -5.27817520170808629e-01 -4.83061663970451971e-01  -1.06975211866960310e-01 -3.21134026091687452e-01  -1.06975211866960310e-01 3.21134026091687452e-01
MINIMAL     4  8.98590500421004301e-02 2.20074750657729945e+00  8.98590500421004301e-02 -2.20074750657729945e+00  4.68921081812959280e-03 6.04421661428633739e-01  4.68921081812959280e-03 -6.04421661428633739e-01
NONREAL     4  -1.17965388550318706e+00 8.55348086831129312e-02  -1.92160375182456669e-02 -1.88873914234995471e-01  -1.10261892967969466e+00 3.60473234347878577e-02  -8.76874554293039649e-02 -2.74443502261914662e-01
