# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.18506528999271743e+00 -1.92772090441942369e-46  -3.28602617920278506e-01 6.14222802062252698e-46  5.47017672254860354e+00 -9.14012172457835677e-45  -1.65238990965007659e-01 7.78275698201466374e-47
PARTIAL     4  1.36497119096251646e-01 6.81298392220940213e-02  1.36497119096251646e-01 -6.81298392220940213e-02  -1.07639551592506821e-01 3.57540423805392898e-63  1.28423209527647436e-01 9.86557982396182809e-62
TOTALLY     4  -7.35348991134859853e-01 -3.68479445291714272e-63  1.17174343033543030e-01 4.37938597993624347e-63  -1.09941799536083115e-01 1.38987118696494802e-63  -8.90459960308138676e-01 -2.55144407047908407e-63
TOTALLY     4  4.28808447231907655e-02 -2.23361394829862530e-57  -9.22877643682121496e-02 6.94955939189126636e-58  -6.50690143976162400e-02 6.10887194883981866e-57  -8.08416284301665539e-02 -6.92806928249535775e-57
MINIMAL     4  -7.65637987218420885e-02 -1.18464258161909641e-01  -7.65637987218420885e-02 1.18464258161909641e-01  -1.01175067114965517e-01 -6.38121964152445209e-02  -1.01175067114965517e-01 6.38121964152445209e-02
TOTALLY     4  1.25070968927872062e-01 -1.92445754158687807e-50  9.55656723675301412e-01 1.31273971823899384e-50  2.62498381568732952e+00 4.79999572590320594e-50  -1.08690095701227521e-01 -1.78020958742733842e-51
MINIMAL     4  1.04906651543013729e+00 1.87945859883856259e+00  1.04906651543013729e+00 -1.87945859883856259e+00  3.82128938038583887e-01 8.75479860745280725e-01  3.82128938038583887e-01 -8.75479860745280725e-01
MINIMAL     4  7.91168597887086600e-01 3.24607954150420230e+00  7.91168597887086600e-01 -3.24607954150420230e+00  1.19341266198354154e-01 9.30050320837563560e-01  1.19341266198354154e-01 -9.30050320837563560e-01
PARTIAL     4  -3.37196387349239179e-01 -3.75522619553809722e-01  -3.37196387349239179e-01 3.75522619553809722e-01  -3.64974588940502109e-01 -1.71156197969150570e-58  -3.00244366680930963e-01 1.09449224487989627e-58
MINIMAL     4  -6.37692689469580243e-01 1.27374786634797466e+00  -6.37692689469580243e-01 -1.27374786634797466e+00  -2.86089587571189741e-01 6.19450357639669269e-01  -2.86089587571189741e-01 -6.19450357639669269e-01
