# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  8.65769296293684154e-01 4.76388014839967044e-60  -5.02503403753930922e+00 -8.22315289060296981e-59  7.76113804787178396e-01 1.36126859157352122e-59  -5.76806660694337836e+00 8.39192442226580429e-60
PARTIAL     4  6.50889099258267989e-01 5.90342976046385439e-62  -3.18265217515773358e-01 -3.24641064648536755e-61  3.10514512586573255e-01 6.68697945070335642e-02  3.10514512586573255e-01 -6.68697945070335642e-02
TOTALLY     4  6.49464973573250171e-01 1.14335310926962230e-61  -7.31730641591695319e-01 4.98391892899686887e-61  2.15843345181425561e-01 1.63552045230364779e-59  9.75086009941207865e-02 -1.57937350261041230e-59
PARTIAL     4  5.21392637097459422e-01 6.88241976936605704e-63  -9.10370135074782261e-01 3.05260000737627534e-63  -3.29843392896722043e-02 4.65951709142873871e-01  -3.29843392896722043e-02 -4.65951709142873871e-01
TOTALLY     4  9.55480631461366303e-01 -3.71771275081814763e-45  -2.83236068056167944e+00 7.38039074157519204e-45  -2.47750180294253006e+01 -7.24550306688976634e-43  9.88986843629938828e-01 -9.08051213288830298e-45
TOTALLY     4  6.55218133927453650e-01 -3.37436239295758823e-63  -2.38797388278044798e+00 -6.16012974171366272e-62  2.76939681371550839e-01 -1.27172562281008605e-62  1.63055735176807914e+01 1.01969367390904821e-60
TOTALLY     4  6.57027429371662808e-01 -5.05103637259117473e-61  -5.36336298995038430e+00 -3.34291099748533558e-59  2.81016893934037393e-01 1.95423043889963152e-60  -5.52082512789309821e+00 -1.95532975472631473e-60
PARTIAL     4  -3.44175384390171546e+00 1.80781092571195323e+00  -3.44175384390171546e+00 -1.80781092571195323e+00  -4.45952985278254666e+00 3.46078600395637505e-62  2.46158279291873328e+00 5.43250471111599127e-62
TOTALLY     4  -5.84306238065794403e+00 -1.51660650055983929e-59  -1.32887574153750143e+00 5.69821789628514162e-59  -4.74602825909095127e+00 -1.38302824984214268e-59  -9.46574234533917647e-01 2.82454616429623852e-59
PARTIAL     4  -1.48975486006578528e+00 1.05318750404469585e+00  -1.48975486006578528e+00 -1.05318750404469585e+00  2.80594199944304279e+00 1.84405439305114113e-60  -1.12296898555716629e+00 1.56533697500104796e-60
