# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  4.24723049437454869e-01 4.64957966841868932e-61  -7.73981886963578836e-01 -2.33709244355321470e-61  -1.65612187609154915e-01 -2.58741401031695573e-01  -1.65612187609154915e-01 2.58741401031695573e-01
MINIMAL     4  1.11157665870547806e+00 -2.85768238054099255e+00  1.11157665870547806e+00 2.85768238054099255e+00  2.28790308135427639e-01 9.53123588503603125e-01  2.28790308135427639e-01 -9.53123588503603125e-01
PARTIAL     4  8.57971351608511235e-01 -7.19384238367040463e-01  8.57971351608511235e-01 7.19384238367040463e-01  2.16751651495382808e-01 5.54288309741087275e-63  -4.05849709218733246e+00 6.52056322470499685e-63
PARTIAL     4  1.01197749193250086e+00 -1.09727353161299567e-60  -1.13924463747075144e+00 -3.77977728147413107e-62  -6.04080579769745496e-01 1.00688452093776526e-01  -6.04080579769745496e-01 -1.00688452093776526e-01
PARTIAL     4  7.75108443424425642e-01 -3.71462804287660708e-01  7.75108443424425642e-01 3.71462804287660708e-01  -3.12815109818737902e+00 3.87206180640454579e-52  -1.15890799685238494e-01 -6.27596756141513418e-53
PARTIAL     4  5.23891462890184401e-01 -2.72983262994388465e-01  5.23891462890184401e-01 2.72983262994388465e-01  -9.55015324819451505e-02 -5.44165275709510932e-64  9.31269914717674230e-02 7.13017421333582773e-64
TOTALLY     4  7.74720726117855141e-01 -6.46123905455353687e-59  -1.13620999352284069e+00 1.84938217257571905e-61  -5.86837761455357931e-01 -1.84729658048132189e-58  -3.81811681730262920e-01 2.19949351688077647e-58
NONREAL     4  4.85525407033641165e-01 4.93908842152335936e-01  -1.13865573894731908e+00 1.15739802566525631e-02  -6.20228568996584628e-01 9.39934608688058892e-03  -2.31716961989228386e-02 3.14858136784084253e-01
NONREAL     4  -1.13865573894731908e+00 -1.15739802566525631e-02  4.85525407033641165e-01 -4.93908842152335936e-01  -2.31716961989228386e-02 -3.14858136784084253e-01  -6.20228568996584628e-01 -9.39934608688058892e-03
PARTIAL     4  1.22500185835555594e-01 6.42299191597329489e-60  -6.24888154950455132e-01 -3.67636847085251620e-60  -1.52970745056956708e-01 3.32330627208774820e-01  -1.52970745056956708e-01 -3.32330627208774820e-01
