# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
MINIMAL     4  8.16417215890057446e-01 8.65106973410045499e-01  8.16417215890057446e-01 -8.65106973410045499e-01  8.63168837107988529e-01 5.12473056900721202e-01  8.63168837107988529e-01 -5.12473056900721202e-01
TOTALLY     4  1.00755282256585388e+00 1.07815541863397054e-59  2.78866630697437334e-01 -8.69039383866174496e-60  -6.82811092504464590e-01 -1.46899222986135757e-61  3.50813559336370284e+00 -2.82673291957214191e-60
PARTIAL     4  5.99061817171756550e-01 -4.36863907043572655e-02  5.99061817171756550e-01 4.36863907043572655e-02  6.48925036191476345e-01 -6.39720945088287294e-61  -6.77467240771276735e-01 -1.23980980137588583e-60
NONREAL     4  8.36147144496409145e-01 4.84971748908677835e-01  -1.43259411108573476e+00 2.60106213369455441e-01  -7.87794509926700526e-01 2.52764999711145633e-01  2.79870520733012829e-01 1.30961752120225011e-01
NONREAL     4  8.36147144496409145e-01 -4.84971748908677835e-01  -1.43259411108573476e+00 -2.60106213369455441e-01  -7.87794509926700526e-01 -2.52764999711145633e-01  2.79870520733012829e-01 -1.30961752120225011e-01
PARTIAL     4  1.14389409111112816e+00 -2.33551336844031402e-59  -1.32712294702919387e+00 5.86808883174786032e-60  -9.39250168394831886e-01 -4.21772335911109186e-01  -9.39250168394831886e-01 4.21772335911109186e-01
NONREAL     4  -1.51446626179049715e+00 7.26496387866833460e-01  3.49331615796258876e-01 -8.84008185574922223e-01  -4.59441798370642085e-01 4.40331593502242102e-01  1.49269997394284232e-01 -1.65924048708820826e-01
PARTIAL     4  1.48917564123909635e-01 9.71403791536020931e-64  -1.28694359523618163e+00 -5.08227464004981954e-63  -6.25405277561577932e-01 -2.97770465536432438e-01  -6.25405277561577932e-01 2.97770465536432438e-01
NONREAL     4  3.49331615796258876e-01 8.84008185574922223e-01  -1.51446626179049715e+00 -7.26496387866833460e-01  1.49269997394284232e-01 1.65924048708820826e-01  -4.59441798370642085e-01 -4.40331593502242102e-01
MINIMAL     4  -4.31039044956801509e-01 1.42267311898633375e+00  -4.31039044956801509e-01 -1.42267311898633375e+00  -1.27831476951818290e-01 2.72085554659278972e-01  -1.27831476951818290e-01 -2.72085554659278972e-01
