# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.31656753959491613e+00 -2.82211679735160592e-54  -7.22792812505325816e-02 3.47960094563286396e-55  3.10471227519683168e+00 4.81334082341515039e-53  2.37620813447993601e-01 5.00280871838493970e-54
TOTALLY     4  1.27402043174004498e+00 2.29162662251459494e-64  1.96917888959150973e-02 1.41243456482293426e-64  -2.95490010080604326e-01 1.26555150686523253e-65  2.81461114163253212e+00 -2.32603865938703813e-64
MINIMAL     4  -4.92449190969025841e-01 6.46509185955400856e-01  -4.92449190969025841e-01 -6.46509185955400856e-01  -4.18080405958576110e-02 3.28634500140040420e-01  -4.18080405958576110e-02 -3.28634500140040420e-01
PARTIAL     4  3.85513649233224842e-01 2.65319414714201381e-62  -2.00176810816950557e+00 -8.98735373124772976e-62  -7.16062375393138884e-02 2.01068575726861654e-01  -7.16062375393138884e-02 -2.01068575726861654e-01
TOTALLY     4  1.33219421532295534e+00 4.18205502582669229e-61  1.06990435731906655e-01 2.79124768537299641e-61  -2.90885090791110634e-01 1.97177633402643632e-62  2.34291593764469286e-01 -1.11105999810582766e-61
TOTALLY     4  1.31825572502892951e+00 -7.45097357416218563e-62  -1.16825712515121238e+00 1.11822688372977323e-60  2.60027098029611492e-01 -3.22995328790880070e-62  -3.42659079046487847e+00 7.66632424523472688e-60
TOTALLY     4  1.32530557970087681e+00 1.23209019424538681e-62  -1.33395667700520670e+00 -2.13240839712496691e-61  -4.53364983566783064e-01 -4.80659137399536528e-62  2.63723827218562468e-01 2.96533378058550243e-62
TOTALLY     4  1.26290702963085066e+00 5.00087668723407184e-61  -1.23004447947694295e+00 -4.83401200433224503e-61  -4.26659302308278032e-01 -1.69377664346558366e-61  -2.85923613496671170e+00 5.69399837853921133e-61
NONREAL     4  -7.59052631029809733e-03 -4.33327816411031089e-02  -1.21819483046409038e+00 1.87497229124784955e-02  -6.22868823186274803e-02 2.76070820874153411e-01  -1.19284244814895790e+00 7.89016366135098825e-03
NONREAL     4  -7.59052631029809733e-03 4.33327816411031089e-02  -1.21819483046409038e+00 -1.87497229124784955e-02  -1.19284244814895790e+00 -7.89016366135098825e-03  -6.22868823186274803e-02 -2.76070820874153411e-01
