# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.21364572474212729e+00 -5.34110399220311493e-46  -4.44049764973273142e-01 2.82600914466662855e-45  8.34206725246632885e+00 -1.04215579265490045e-43  -1.70003209878720057e-01 2.78821850767209193e-46
MINIMAL     4  7.84359283311624744e-01 3.20831003580080321e+00  7.84359283311624744e-01 -3.20831003580080321e+00  1.17772505840452957e-01 -9.24257985969994200e-01  1.17772505840452957e-01 9.24257985969994200e-01
TOTALLY     4  6.77600451980830298e-01 3.17398678929738027e-59  4.76030588226114604e-01 -3.19601034187488610e-59  -7.11809815535908857e-02 -5.37010764122985194e-62  2.16933339823679372e+00 1.50810259629160715e-60
MINIMAL     4  1.03639375928897493e+00 -1.83694855871449669e+00  1.03639375928897493e+00 1.83694855871449669e+00  3.88552311032281827e-01 -8.60489374567428800e-01  3.88552311032281827e-01 8.60489374567428800e-01
MINIMAL     4  1.04605731908359964e-01 -1.74421342648697297e-01  1.04605731908359964e-01 1.74421342648697297e-01  -5.49041501599331801e-03 2.08612360248050174e-02  -5.49041501599331801e-03 -2.08612360248050174e-02
MINIMAL     4  8.75322762145386568e-02 1.64783809717508750e-01  8.75322762145386568e-02 -1.64783809717508750e-01  -1.39741844503589643e-02 -4.38701169627501580e-02  -1.39741844503589643e-02 4.38701169627501580e-02
TOTALLY     4  2.95094001915688742e-01 4.59667744890166514e-65  -8.51535308936162139e-01 2.00971502046458051e-62  -8.72698063583410705e-02 -3.75281439430889513e-64  -1.10061364293048447e+00 2.06994031624626134e-62
MINIMAL     4  -1.67642238419796835e-01 3.42716207114610205e-01  -1.67642238419796835e-01 -3.42716207114610205e-01  -1.48789661018710856e-01 -1.57502448643768861e-01  -1.48789661018710856e-01 1.57502448643768861e-01
MINIMAL     4  -3.36708842139511855e-01 5.11029172553170818e-01  -3.36708842139511855e-01 -5.11029172553170818e-01  -2.86309667137803869e-01 -1.96367461900032986e-01  -2.86309667137803869e-01 1.96367461900032986e-01
MINIMAL     4  -6.11646468448832747e-01 1.22129951380027091e+00  -6.11646468448832747e-01 -1.22129951380027091e+00  -2.90279608450490556e-01 5.93453566161387336e-01  -2.90279608450490556e-01 -5.93453566161387336e-01
