# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
PARTIAL     4  1.19884993466576528e+00 -8.69623186705432475e-62  1.92524497159441671e-01 2.91093699513547965e-61  2.11875340403211675e-02 -1.69602683375127461e-01  2.11875340403211675e-02 1.69602683375127461e-01
MINIMAL     4  3.48340930570001039e-01 1.92112861548944380e+00  3.48340930570001039e-01 -1.92112861548944380e+00  -2.28137034193516639e-03 5.36283197616402418e-01  -2.28137034193516639e-03 -5.36283197616402418e-01
NONREAL     4  1.84100805848532306e-01 4.47268619918410118e-02  1.13143655801783871e+00 -2.70199436404083143e-02  2.48383792793006354e-02 -1.67775941471313084e-01  6.67254247257435473e+00 -5.03536116366955055e-01
TOTALLY     4  1.15560167872471919e+00 -3.74783699388002304e-63  -1.26866196801313302e+00 4.62936670197396749e-63  1.62666382701939422e-01 -7.34028925569949110e-64  -1.62338737292203295e+00 -4.82174128657280790e-63
TOTALLY     4  1.07328559301626036e+00 6.33955685516309749e-58  -1.31544092234282073e+00 3.33374263145483017e-58  -1.45584838172289688e+00 -1.15159185409948062e-57  -3.81810479099534361e-01 1.54834244527048441e-58
TOTALLY     4  1.17772208758098418e+00 1.73983152894721899e-63  -1.34035297835545930e+00 -3.02181605704024487e-63  1.71057419608613454e-01 6.71033350689834633e-64  -4.01911862041912538e-01 -1.21560933635157465e-63
NONREAL     4  1.13143655801783871e+00 2.70199436404083143e-02  1.84100805848532306e-01 -4.47268619918410118e-02  2.48383792793006354e-02 1.67775941471313084e-01  6.67254247257435473e+00 5.03536116366955055e-01
NONREAL     4  2.22022734753983736e-01 -2.84505953990037835e-02  -1.30826827257365719e+00 7.11321212945252666e-03  -1.50756431950718972e-01 1.38270193712854456e-01  -8.85225263191776857e-01 6.80138728710092625e-03
NONREAL     4  2.22022734753983736e-01 2.84505953990037835e-02  -1.30826827257365719e+00 -7.11321212945252666e-03  -8.85225263191776857e-01 -6.80138728710092625e-03  -1.50756431950718972e-01 -1.38270193712854456e-01
PARTIAL     4  2.02149655608441892e-01 -9.48365376344800848e-63  -1.36521969351951578e+00 -1.41152782282872451e-63  -1.43426220635250401e-01 1.42794991250198622e-01  -1.43426220635250401e-01 -1.42794991250198622e-01
