# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  -4.11942566885931782e-01 1.22583213395507706e-01  1.41831312684826155e-01 -5.10720299808946843e-01  -1.00097180527759747e-01 1.29214741168481168e-01  -7.21699755210674920e-02 -3.18597716023286126e-01
MINIMAL     4  9.59835321188754365e-01 -2.45984240379773400e+00  9.59835321188754365e-01 2.45984240379773400e+00  1.73396409118597938e-01 8.74000340665891828e-01  1.73396409118597938e-01 -8.74000340665891828e-01
MINIMAL     4  4.35794519217948151e-01 -5.86515834709164685e-01  4.35794519217948151e-01 5.86515834709164685e-01  1.73119186387506035e-01 2.52894727887803983e-01  1.73119186387506035e-01 -2.52894727887803983e-01
MINIMAL     4  8.80252212388856536e-01 1.34975269355239802e+00  8.80252212388856536e-01 -1.34975269355239802e+00  4.54101708715603625e-01 6.83231685430563340e-01  4.54101708715603625e-01 -6.83231685430563340e-01
TOTALLY     4  8.04768268557146338e-01 -8.48776023528245994e-65  -9.64922797343730654e-01 1.88204282978610001e-63  2.71558752918321898e-02 -1.41459207655821857e-64  -2.07409099506312478e+00 2.48307790715828953e-63
TOTALLY     4  1.16988160079831194e+00 7.06656586375010848e-61  -7.24542001361245580e-01 3.75928159920878138e-62  -5.41874556896872125e-02 -6.04308885202662632e-62  -1.00391131779388108e+01 -4.64587672334860818e-59
NONREAL     4  -4.11942566885931782e-01 -1.22583213395507706e-01  1.41831312684826155e-01 5.10720299808946843e-01  -1.00097180527759747e-01 -1.29214741168481168e-01  -7.21699755210674920e-02 3.18597716023286126e-01
MINIMAL     4  7.51362497056849876e-01 9.46635159621512012e-01  7.51362497056849876e-01 -9.46635159621512012e-01  5.89340222764332400e-01 -2.94339301108627660e-01  5.89340222764332400e-01 2.94339301108627660e-01
MINIMAL     4  -5.17224357126137346e-01 9.05496713684152188e-01  -5.17224357126137346e-01 -9.05496713684152188e-01  -3.41193947216618831e-01 4.54108209806734553e-01  -3.41193947216618831e-01 -4.54108209806734553e-01
MINIMAL     4  -4.07948288035510642e-01 6.36591446017782503e-01  -4.07948288035510642e-01 -6.36591446017782503e-01  -3.21281199763395198e-01 -2.74358063372663274e-01  -3.21281199763395198e-01 2.74358063372663274e-01
