# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  9.11679875474295076e-01 1.03779734511633270e+00  9.07783864046571076e-01 -1.03223439902449265e+00  -4.18503921102556020e-01 -2.17781166782376437e-04  9.73835851183369794e-01 -5.51574627633583808e-02
NONREAL     4  1.00815620587322963e+00 7.25909379025215351e-01  -1.38455653032485393e+00 3.79170150097815073e-01  2.59129347622359285e-01 2.22550515856837910e-01  -4.57674614261678492e-01 -8.45269600094216811e-01
PARTIAL     4  7.33835406933589396e-01 -6.65900887473735104e-01  7.33835406933589396e-01 6.65900887473735104e-01  5.51163609227515616e-01 1.33136768256595757e-61  2.57935772261882468e+00 -5.88684517346786671e-61
NONREAL     4  9.07783864046571076e-01 1.03223439902449265e+00  9.11679875474295076e-01 -1.03779734511633270e+00  -4.18503921102556020e-01 2.17781166782376437e-04  9.73835851183369794e-01 5.51574627633583808e-02
NONREAL     4  1.00815620587322963e+00 -7.25909379025215351e-01  -1.38455653032485393e+00 -3.79170150097815073e-01  2.59129347622359285e-01 -2.22550515856837910e-01  -4.57674614261678492e-01 8.45269600094216811e-01
NONREAL     4  8.74889538962988822e-01 -9.20007907814289205e-01  -1.64344740348615481e+00 1.18350110538488845e-01  2.17843332928525563e-01 -2.46868451490665913e-01  -6.90277937375246231e-01 -1.78638377847971402e-01
MINIMAL     4  -3.15020105737220946e-01 1.96323672618402001e+00  -3.15020105737220946e-01 -1.96323672618402001e+00  -2.15830301387843759e-02 5.22225998333615271e-01  -2.15830301387843759e-02 -5.22225998333615271e-01
NONREAL     4  8.59347285452682796e-01 1.14249582771869607e+00  -1.72172624937709973e+00 3.87563823005174363e-02  -6.76766420914510780e-01 1.53786991934453693e-01  -3.20008903495221153e-01 -7.70381154702652893e-01
NONREAL     4  8.59347285452682796e-01 -1.14249582771869607e+00  -1.72172624937709973e+00 -3.87563823005174363e-02  -3.20008903495221153e-01 7.70381154702652893e-01  -6.76766420914510780e-01 -1.53786991934453693e-01
NONREAL     4  8.74889538962988822e-01 9.20007907814289205e-01  -1.64344740348615481e+00 -1.18350110538488845e-01  2.17843332928525563e-01 2.46868451490665913e-01  -6.90277937375246231e-01 1.78638377847971402e-01
