# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  1.28585415446508033e+00 -3.55248290362401235e-04  -6.73343948969472028e-01 -1.33785199752240402e-01  2.38891673589278930e-01 -1.34023592794342925e-02  -6.23196807905065486e-01 -3.30777724233448436e-02
NONREAL     4  1.29293591533292940e+00 1.84326805878027244e-04  -6.67144201179425300e-01 -1.15477753278925191e-01  -6.23464466140607243e-01 -2.83767238674064760e-02  -2.47297005613783982e+00 7.70688653736890772e-01
TOTALLY     4  1.28161821106648532e+00 2.41311287390610397e-58  -5.70416989417055209e-01 -1.35114692843592987e-56  2.48888404435771704e-01 -1.33647554666848227e-57  -3.47471317079441633e+00 1.16815864278146674e-55
NONREAL     4  1.28585415446508033e+00 3.55248290362401235e-04  -6.73343948969472028e-01 1.33785199752240402e-01  2.38891673589278930e-01 1.34023592794342925e-02  -6.23196807905065486e-01 3.30777724233448436e-02
NONREAL     4  1.29293591533292940e+00 -1.84326805878027244e-04  -6.67144201179425300e-01 1.15477753278925191e-01  -6.23464466140607243e-01 2.83767238674064760e-02  -2.47297005613783982e+00 -7.70688653736890772e-01
PARTIAL     4  4.16627511059395716e-01 8.60226774050088752e-63  -1.75005810341127477e+00 -1.39195604804437988e-62  -1.27725872139057783e-01 3.45683048286549111e-01  -1.27725872139057783e-01 -3.45683048286549111e-01
TOTALLY     4  1.28208029737855167e+00 8.02924294894907100e-54  -7.48307060772365973e-01 4.86827209177484199e-53  -2.14228559386563466e+00 -2.10266448672250280e-52  2.31095611716927801e-01 2.79135796539417322e-54
NONREAL     4  -6.58575477383498531e-01 1.19358211767509922e-01  -6.74942454192425378e-01 -1.11777705672954475e-01  -6.41222730894529802e-02 4.34477413258257783e-01  -7.15592811739340973e-01 -2.68768501648748378e-05
NONREAL     4  -6.74942454192425378e-01 1.11777705672954475e-01  -6.58575477383498531e-01 -1.19358211767509922e-01  -6.41222730894529802e-02 -4.34477413258257783e-01  -7.15592811739340973e-01 2.68768501648748378e-05
PARTIAL     4  -9.75190024525436017e-01 -2.21453415504900322e-61  -3.65100132050217074e-01 2.20346751852242127e-61  -6.87165520044164951e-02 4.29347218811354625e-01  -6.87165520044164951e-02 -4.29347218811354625e-01
