# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.01543671336364283e+00 -3.15846344594796220e-64  2.31953301856016522e-02 -1.32220284923884917e-64  3.73860476623905480e-01 -1.36103649779389646e-65  -3.52720144978634020e-01 5.34090318016911952e-66
TOTALLY     4  9.74920036555818825e-01 -6.13898498572639887e-64  -1.07681031520923098e+00 1.23030067539720000e-63  2.39831192287833783e-01 6.02702445945329567e-65  -4.33461732230027263e-01 9.39814903600733064e-65
PARTIAL     4  7.21075924885401842e-01 -4.26169448226047298e-01  7.21075924885401842e-01 4.26169448226047298e-01  4.59824819018687769e-01 -1.89852586582143612e-62  2.11929779280256358e+00 1.95140335200504467e-61
TOTALLY     4  -1.47719493537937074e+00 -4.80528785298462738e-60  6.88574176333888621e-01 5.05227029293418823e-59  1.42806869809965098e-01 1.51910027451530621e-59  -1.24841050606203718e+00 -1.74801034883999673e-59
TOTALLY     4  1.11994691773350596e+00 7.98676270193795757e-64  1.36136265570587889e-01 4.60031492049578094e-63  -3.48893728870451392e-01 5.58120459094608890e-64  3.97033906948709214e+00 -2.98943743710108349e-61
TOTALLY     4  1.17066064131077829e+00 6.45159108628795084e-57  -1.37343259232125092e+00 5.05013261720034469e-57  -1.69308613161498345e+00 -1.52200981926207112e-56  -5.02994872582205099e-01 1.62623322358961372e-57
TOTALLY     4  4.70659556130586132e-01 6.00221199607332509e-60  -1.45527436277440536e+00 -5.01825722346544044e-61  7.60123765307860605e-02 1.74766167958428479e-60  -1.17519409454139012e+00 -1.95577631044534311e-60
MINIMAL     4  -4.76056066637638609e-01 2.95141855499409522e-01  -4.76056066637638609e-01 -2.95141855499409522e-01  -8.80090433125561428e-02 1.58767168530691560e-01  -8.80090433125561428e-02 -1.58767168530691560e-01
TOTALLY     4  -1.40557988113889221e+00 8.64871903379611800e-61  2.30284605779891571e-01 -3.59534264103617610e-60  -1.12406218301842098e+00 6.11843750381800133e-61  -1.79064008311071748e-01 -7.78160575628055322e-60
MINIMAL     4  9.08435242586935754e-02 1.89893459358457495e+00  9.08435242586935754e-02 -1.89893459358457495e+00  -1.02199338644502358e-02 -4.52358009762085234e-01  -1.02199338644502358e-02 4.52358009762085234e-01
