# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  1.47962393196605824e+00 -5.92395303108783911e-02  -4.45139733300962348e-01 1.63056735616565252e-01  -7.34255993440269122e-02 -2.91435168263979139e-01  -6.52436985441204165e+00 -5.83430363364476445e+00
PARTIAL     4  3.08265207048409207e-01 1.29996729980044784e-60  5.42789085632045420e-01 -1.29883994040010929e-60  -1.31818494788956631e-01 -3.91961668687625830e-01  -1.31818494788956631e-01 3.91961668687625830e-01
TOTALLY     4  1.57358325355435169e+00 -1.22614604462398026e-60  -1.45710805982632929e+00 2.04922234729165649e-60  2.12661223280449285e-01 -5.13582172375723257e-61  -1.42462782590924686e+00 -5.96531901515497946e-60
TOTALLY     4  1.68116876343996013e+00 -2.29654135249208038e-62  -1.65043445748614714e+00 -2.75615027915502067e-60  -8.14191933303679338e-01 -4.80910353339653598e-61  2.58777776219734690e-01 3.91075972964738152e-61
NONREAL     4  1.47962393196605824e+00 5.92395303108783911e-02  -4.45139733300962348e-01 -1.63056735616565252e-01  -7.34255993440269122e-02 2.91435168263979139e-01  -6.52436985441204165e+00 5.83430363364476445e+00
PARTIAL     4  1.39683645032554238e+00 -1.76271348478893468e-60  -1.72033015398831690e+00 -2.94145302348236208e-60  -8.62697846847194416e-01 1.94483604812809047e-01  -8.62697846847194416e-01 -1.94483604812809047e-01
PARTIAL     4  -1.23537139056065417e+01 3.25538490304587279e-56  -7.19535889496155434e-01 -3.00325321511980996e-58  -1.54054523285238887e-01 -6.24687980642089913e-02  -1.54054523285238887e-01 6.24687980642089913e-02
PARTIAL     4  -5.64094511222704611e+01 -1.16526325711113620e-49  -7.26195806781492426e-01 -3.42708196370683037e-54  -1.49030694202697794e-01 8.13038233924320008e-02  -1.49030694202697794e-01 -8.13038233924320008e-02
TOTALLY     4  -1.77211144370827189e+00 4.32934868032189783e-62  -5.45200749253186734e-01 4.57825695481211677e-63  -7.10107955878441638e-02 -4.28229892823560118e-64  -6.63698160418859318e-01 -2.72992823199368681e-63
TOTALLY     4  -4.17470952147971475e-01 -4.10533682494416422e-62  -1.73640191836391833e+00 7.10050399531381549e-62  -3.16565923119844050e-01 1.10588535488018417e-62  -6.59427470623952905e-01 -5.21775921379936400e-63
