# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  1.43506194122637853e+00 4.02037357868483698e-57  -6.59257561919166180e-01 -6.96969615622217075e-58  -2.66348411198802093e-01 -4.55403346479156159e-58  -9.95421526823494141e+00 -5.13112870234799237e-56
NONREAL     4  1.33672669499617802e+00 3.05455261782634491e-01  1.16962557009184689e-01 -5.64343831543951957e-01  -9.39716429011822063e-02 -2.50515405184823958e-01  3.07642259027430676e+00 1.91516592749462422e+00
MINIMAL     4  1.04586903665861888e-01 -7.83404486049393139e-02  1.04586903665861888e-01 7.83404486049393139e-02  -1.17761315629205637e-01 -1.94564279247363775e-01  -1.17761315629205637e-01 1.94564279247363775e-01
NONREAL     4  1.33672669499617802e+00 -3.05455261782634491e-01  1.16962557009184689e-01 5.64343831543951957e-01  -9.39716429011822063e-02 2.50515405184823958e-01  3.07642259027430676e+00 -1.91516592749462422e+00
MINIMAL     4  1.77220684699801512e-01 2.12129084329334328e+00  1.77220684699801512e-01 -2.12129084329334328e+00  -5.14511728836044152e-02 -6.09297038478094133e-01  -5.14511728836044152e-02 6.09297038478094133e-01
MINIMAL     4  1.81187410270842925e-01 2.19746082423510208e-01  1.81187410270842925e-01 -2.19746082423510208e-01  -1.00704307919227257e-01 -2.03355848534821443e-01  -1.00704307919227257e-01 2.03355848534821443e-01
TOTALLY     4  8.65226330122120468e-01 -3.03965776024604483e-62  -1.11133389642961777e+00 5.81772038150456490e-62  2.18451141131706904e-02 -1.47689279063716885e-62  -1.52267716558556621e+00 2.51141622763336195e-62
NONREAL     4  2.22042225295269666e-02 5.44439170908622927e-01  -8.68222785434156874e-01 -3.05406389211565210e-01  -1.48365806198763162e-01 2.57404516469956712e-01  -8.16837832046294454e-01 -1.54452146446686173e-01
MINIMAL     4  -8.86314071278919285e-02 3.02430637201935248e-01  -8.86314071278919285e-02 -3.02430637201935248e-01  -1.59644762339107071e-01 2.17306519259831105e-01  -1.59644762339107071e-01 -2.17306519259831105e-01
NONREAL     4  -8.68222785434156874e-01 3.05406389211565210e-01  2.22042225295269666e-02 -5.44439170908622927e-01  -8.16837832046294454e-01 1.54452146446686173e-01  -1.48365806198763162e-01 -2.57404516469956712e-01
