# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  9.34983702727215538e-01 5.52435399009349918e-59  3.59398253895578113e-01 -4.85768876344954813e-60  -3.20471869340339555e-01 -9.51097353309458081e-62  6.80776950924012958e+00 -1.34932953217333192e-57
TOTALLY     4  6.67771495692462080e-01 1.72823275849364385e-58  3.76374103179924036e-01 -1.72934196894717436e-58  4.02034143767544094e-01 -1.44857169439980828e-62  -3.20260285521361932e-01 -4.95910842963153515e-62
MINIMAL     4  8.26974353702682463e-01 -9.88947954790081907e-01  8.26974353702682463e-01 9.88947954790081907e-01  9.45010552719714902e-01 4.52129572542058988e-01  9.45010552719714902e-01 -4.52129572542058988e-01
PARTIAL     4  1.17668974788419134e+00 7.15914475647571367e-61  -1.46514842713206095e+00 1.65250710931736666e-62  -8.34797228001151082e-01 -1.67432163656416694e-01  -8.34797228001151082e-01 1.67432163656416694e-01
NONREAL     4  5.32999362588826964e-01 -3.58335902099004400e-01  -1.45042083186536797e+00 -7.59907024664121383e-02  -1.01896912612801493e-02 -1.75187558978131597e-01  -6.14870083578034743e-01 -8.49145319131950349e-02
MINIMAL     4  6.64805711370997532e-01 2.36006007567356368e+00  6.64805711370997532e-01 -2.36006007567356368e+00  7.30099951128174995e-02 7.37787151138263542e-01  7.30099951128174995e-02 -7.37787151138263542e-01
NONREAL     4  5.32999362588826964e-01 3.58335902099004400e-01  -1.45042083186536797e+00 7.59907024664121383e-02  -1.01896912612801493e-02 1.75187558978131597e-01  -6.14870083578034743e-01 8.49145319131950349e-02
PARTIAL     4  9.73192970093485488e-02 -1.11002859204925851e-58  -1.11866558921871451e+00 7.44559803627569501e-59  -2.35112108467741915e-01 2.26549738641628973e-01  -2.35112108467741915e-01 -2.26549738641628973e-01
TOTALLY     4  3.39445677742769236e-01 -1.08750914803314166e-60  -1.42413960218177738e+00 -6.09638364412877418e-61  -3.57482075741719474e-01 8.32924617730744582e-61  -5.00168155770798317e-01 -2.85932792094835847e-60
PARTIAL     4  -1.23993265891243221e+00 -6.90697861682841259e-60  2.78082826795492066e-01 1.05078964939398696e-59  -2.64450285909701321e-01 1.23133692310015919e-01  -2.64450285909701321e-01 -1.23133692310015919e-01
