# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
NONREAL     4  1.00815408166637632e+00 6.44499054714099424e-03  -8.09587846372854192e-01 5.08828536005672023e-03  1.33462380742061957e-03 -1.82683219802531622e-03  -3.63121727413228079e+00 -9.33492063214956119e-02
MINIMAL     4  1.03655843735358788e+00 2.19188107052170489e+00  1.03655843735358788e+00 -2.19188107052170489e+00  2.30133522538861712e-01 9.08701396969906150e-01  2.30133522538861712e-01 -9.08701396969906150e-01
PARTIAL     4  7.08467526913167389e-01 -7.87673709651749321e-01  7.08467526913167389e-01 7.87673709651749321e-01  9.82088074906423469e-01 -2.46469838852824970e-58  4.33728985112202203e-01 2.10565509391936706e-58
PARTIAL     4  3.00981557951546796e-01 5.57934803734752859e-59  -1.84164561090824658e-01 -1.80251564477736306e-59  -3.35577015642550113e-03 2.32783597965393663e-01  -3.35577015642550113e-03 -2.32783597965393663e-01
MINIMAL     4  3.89322601801367796e-01 4.06077673722849253e-01  3.89322601801367796e-01 -4.06077673722849253e-01  1.62355728484719436e-01 2.39621391891337021e-01  1.62355728484719436e-01 -2.39621391891337021e-01
MINIMAL     4  9.50115742106056094e-01 1.54391814146535600e+00  9.50115742106056094e-01 -1.54391814146535600e+00  4.00989799482990072e-01 8.25566188468995876e-01  4.00989799482990072e-01 -8.25566188468995876e-01
NONREAL     4  1.00815408166637632e+00 -6.44499054714099424e-03  -8.09587846372854192e-01 -5.08828536005672023e-03  1.33462380742061957e-03 1.82683219802531622e-03  -3.63121727413228079e+00 9.33492063214956119e-02
MINIMAL     4  -3.47923928685402561e-01 5.77637459900135375e-01  -3.47923928685402561e-01 -5.77637459900135375e-01  -2.61578668186729146e-01 2.83421544153037608e-01  -2.61578668186729146e-01 -2.83421544153037608e-01
MINIMAL     4  -2.79514723038757906e-01 4.83087397813168562e-01  -2.79514723038757906e-01 -4.83087397813168562e-01  -1.95864507682219136e-01 2.65049259459715747e-01  -1.95864507682219136e-01 -2.65049259459715747e-01
MINIMAL     4  -4.92681514928499820e-01 8.78612759317111358e-01  -4.92681514928499820e-01 -8.78612759317111358e-01  -3.34756746387388782e-01 4.71052829954064001e-01  -3.34756746387388782e-01 -4.71052829954064001e-01
