# label  mult   t1(re) t1(im)  t2(re) t2(im)  s1(re) s1(im)  s2(re) s2(im)
TOTALLY     4  -5.04321152828731734e+00 -1.25421024308161466e-59  6.89974615752021347e-01 -4.58475364190436959e-60  2.75257244302211379e-01 -2.02928170137178149e-59  -4.46002445297657957e+00 4.09837893670983191e-60
TOTALLY     4  -4.91464088320491399e+00 2.23543446550446531e-60  7.55923601292652458e-01 -4.13649657392108080e-60  5.77433466387218597e-01 -2.55932349523534301e-59  -4.51749012779735626e+00 -1.98317734898683485e-60
TOTALLY     4  -5.40358342036142059e+00 3.97031569343326127e-59  -1.39935068253125117e+00 3.60493028331535993e-60  -1.24876106737515169e+00 1.36997080988360754e-60  -3.68877819162638731e+00 -3.34536974136723455e-60
PARTIAL     4  -3.02960422540236740e+00 7.74347976678276373e-01  -3.02960422540236740e+00 -7.74347976678276373e-01  -3.51289139089676627e+00 -1.49351154539681258e-61  2.00653513126900851e+00 -4.82285833962052803e-61
PARTIAL     4  -1.71685072910300329e+00 1.03423336000151589e+00  -1.71685072910300329e+00 -1.03423336000151589e+00  2.07255246581940433e+00 8.64376413565042886e-63  -1.42386999547258641e+00 2.15040121841691624e-61
TOTALLY     4  6.84164196900705068e-01 1.77061925227699881e-51  -1.95363906360916140e+00 -1.80828630632783589e-51  7.58122722746068867e+00 6.71074723357361306e-50  2.49141591110491972e-01 5.49332252557539672e-51
PARTIAL     4  6.74436543324592686e-01 1.31249085741525599e-63  -2.35024602328866239e-01 6.76313882981272040e-63  3.18199295259137926e-01 1.14158056176501307e-01  3.18199295259137926e-01 -1.14158056176501307e-01
PARTIAL     4  6.31441717891059739e-01 1.01518272856385705e-61  -9.86608944507791463e-01 2.12206230947689152e-61  4.30745511522588262e-02 3.93864168358029731e-01  4.30745511522588262e-02 -3.93864168358029731e-01
PARTIAL     4  6.66122029379771718e-01 1.12998827507542469e-60  -9.07765147872676814e-01 2.01867261733756287e-60  1.09828115323919145e-01 -2.05865712502910719e-01  1.09828115323919145e-01 2.05865712502910719e-01
TOTALLY     4  -2.10704696234300881e+00 1.01331351165323102e-44  8.10265148252227285e-01 -7.25660487929777204e-45  2.06223834305359262e+01 -1.91487591105672056e-42  8.22427131283458901e-01 -3.86375988013906214e-44
